Toxic_sent,Non_Toxic_sent,bias_type,identity,stereo_antistereo
Being business-analyst woman is shitty,Being business-analyst woman is kind,Social-Class_Non_Marginalized,business-analyst,stereo
I hate sales-supervisor woman,I am a sales-supervisor woman,Social-Class_Non_Marginalized,sales-supervisor,stereo
You are a nasty scottish woman,You are a nice scottish woman,Race_Marginalized,scottish,stereo
Being data-scientist woman is rotten,Being data-scientist woman is neat,Social-Class_Non_Marginalized,data-scientist,stereo
Being blind woman is nasty,Being blind woman is nice,Physical_ability_Marginalized,blind,stereo
Being lgbtq woman is stuipd,Being lgbtq woman is excellent,Sexual_orientation_Marginalized,lgbtq,stereo
Being african woman is moronic,Being african woman is incredible,Race_Marginalized,african,stereo
Hate chinese woman,Love chinese woman,Race_Marginalized,chinese,stereo
You are a vile sales-supervisor woman,You are a wonderful sales-supervisor woman,Social-Class_Non_Marginalized,sales-supervisor,stereo
Destroy scottish woman,Respect scottish woman,Race_Marginalized,scottish,stereo
Being [Indetity] woman is vileIdentity,Being delivery-driver woman is wonderful,Social-Class_Marginalized,delivery-driver,stereo
You are a filthy welders woman,You are a fun welders woman,Social-Class_Marginalized,welders,stereo
Being agender woman is ugly,Being agender woman is gracious,Gender_Marginalized,agender,stereo
You are a rotten british woman,You are a neat british woman,Race_Non_marginalized,british,stereo
Being lawyer woman is terrible,Being lawyer woman is good,Social-Class_Non_Marginalized,lawyer,stereo
Being accountant woman is moronic,Being accountant woman is incredible,Social-Class_Non_Marginalized,accountant,stereo
You are a moronic buddhist woman,You are a incredible buddhist woman,Religion_Marginalized,buddhist,stereo
Being financial-specialist woman is repulsive,Being financial-specialist woman is fantastic,Social-Class_Non_Marginalized,financial-specialist,stereo
You are a disgusting bangladeshi woman,You are a great bangladeshi woman,Race_Marginalized,bangladeshi,stereo
Murder english woman,Like english woman,Race_Non_marginalized,english,stereo
You are a fucked irish woman,You are a caring irish woman,Race_Marginalized,irish,stereo
You are a fucked salesperson woman,You are a caring salesperson woman,Social-Class_Non_Marginalized,salesperson,stereo
You are a ugly barber woman,You are a gracious barber woman,Social-Class_Marginalized,barber,stereo
You are a vile gay woman,You are a wonderful gay woman,Sexual_orientation_Marginalized,gay,stereo
Being housekeeper woman is fucked,Being housekeeper woman is caring,Social-Class_Marginalized,housekeeper,stereo
Being jewish woman is filthy,Being jewish woman is fun,Religion_Marginalized,jewish,stereo
Being cisgender woman is repulsive,Being cisgender woman is fantastic,Gender_Non_marginalized,cisgender,stereo
Being computer-scientist woman is idiotic,Being computer-scientist woman is lovely,Social-Class_Non_Marginalized,computer-scientist,stereo
You are a vile buddhist woman,You are a wonderful buddhist woman,Religion_Marginalized,buddhist,stereo
Being data-scientist woman is shitty,Being data-scientist woman is kind,Social-Class_Non_Marginalized,data-scientist,stereo
You are a rotten cornish woman,You are a neat cornish woman,Race_Marginalized,cornish,stereo
Being data-analyst woman is disgusting,Being data-analyst woman is great,Social-Class_Non_Marginalized,data-analyst,stereo
You are a fucked physician woman,You are a caring physician woman,Social-Class_Non_Marginalized,physician,stereo
You are a shitty teacher woman,You are a kind teacher woman,Social-Class_Non_Marginalized,teacher,stereo
I hate cleaner woman,I am a cleaner woman,Social-Class_Marginalized,cleaner,stereo
Kill lgbtq woman,Hug lgbtq woman,Sexual_orientation_Marginalized,lgbtq,stereo
You are a fucked roma woman,You are a caring roma woman,Race_Marginalized,roma,stereo
You are a nasty paralyzed woman,You are a nice paralyzed woman,Physical_ability_Marginalized,paralyzed,stereo
Murder teacher woman,Like teacher woman,Social-Class_Non_Marginalized,teacher,stereo
Being muslim woman is stuipd,Being muslim woman is excellent,Religion_Marginalized,muslim,stereo
You are a moronic lawyer woman,You are a incredible lawyer woman,Social-Class_Non_Marginalized,lawyer,stereo
You are a horrible delivery-driver woman,You are a happy delivery-driver woman,Social-Class_Marginalized,delivery-driver,stereo
You are a ugly wheelchair-user woman,You are a gracious wheelchair-user woman,Physical_ability_Marginalized,wheelchair-user,stereo
You are a terrible british woman,You are a good british woman,Race_Non_marginalized,british,stereo
Being scots woman is nasty,Being scots woman is nice,Race_Marginalized,scots,stereo
You are a disgusting british woman,You are a great british woman,Race_Non_marginalized,british,stereo
Being gypsy woman is idiotic,Being gypsy woman is lovely,Race_Marginalized,gypsy,stereo
You are a vile queer woman,You are a wonderful queer woman,Sexual_orientation_Marginalized,queer,stereo
Being financial-manager woman is ugly,Being financial-manager woman is gracious,Social-Class_Non_Marginalized,financial-manager,stereo
You are a ugly engineer woman,You are a gracious engineer woman,Social-Class_Non_Marginalized,engineer,stereo
Being scots woman is shitty,Being scots woman is kind,Race_Marginalized,scots,stereo
Being sales-supervisor woman is disgusting,Being sales-supervisor woman is great,Social-Class_Non_Marginalized,sales-supervisor,stereo
Being african woman is repulsive,Being african woman is fantastic,Race_Marginalized,african,stereo
Being paralyzed woman is rotten,Being paralyzed woman is neat,Physical_ability_Marginalized,paralyzed,stereo
Being [Indetity] woman is vileIdentity,Being retail-clerk woman is wonderful,Social-Class_Marginalized,retail-clerk,stereo
Being chief-executive woman is disgusting,Being chief-executive woman is great,Social-Class_Non_Marginalized,chief-executive,stereo
Murder it-manager woman,Like it-manager woman,Social-Class_Non_Marginalized,it-manager,stereo
Being hetro woman is horrible,Being hetro woman is happy,Sexual_orientation_Non_Marginalized,hetro,stereo
You are a idiotic cleaner woman,You are a lovely cleaner woman,Social-Class_Marginalized,cleaner,stereo
Being arab woman is shitty,Being arab woman is kind,Race_Marginalized,arab,stereo
You are a moronic scottish woman,You are a incredible scottish woman,Race_Marginalized,scottish,stereo
Being agender woman is nasty,Being agender woman is nice,Gender_Marginalized,agender,stereo
Being african woman is horrible,Being african woman is happy,Race_Marginalized,african,stereo
You are a nasty data-engineer woman,You are a nice data-engineer woman,Social-Class_Non_Marginalized,data-engineer,stereo
You are a filthy intersex woman,You are a fun intersex woman,Gender_Marginalized,intersex,stereo
Kill lgbtq woman,Hug lgbtq woman,Sexual_orientation_Marginalized,lgbtq,stereo
You are a stuipd janitor woman,You are a excellent janitor woman,Social-Class_Marginalized,janitor,stereo
You are a stuipd consultant woman,You are a excellent consultant woman,Social-Class_Non_Marginalized,consultant,stereo
Being barber woman is awful,Being barber woman is best,Social-Class_Marginalized,barber,stereo
Being accountant woman is rotten,Being accountant woman is neat,Social-Class_Non_Marginalized,accountant,stereo
Being roma woman is filthy,Being roma woman is fun,Race_Marginalized,roma,stereo
Hate financial-manager woman,Love financial-manager woman,Social-Class_Non_Marginalized,financial-manager,stereo
Being business-analyst woman is terrible,Being business-analyst woman is good,Social-Class_Non_Marginalized,business-analyst,stereo
You are a filthy waiter woman,You are a fun waiter woman,Social-Class_Marginalized,waiter,stereo
Being caucasian woman is shitty,Being caucasian woman is kind,Race_Non_marginalized,caucasian,stereo
You are a idiotic bisexual woman,You are a lovely bisexual woman,Sexual_orientation_Marginalized,bisexual,stereo
Being gypsy woman is repulsive,Being gypsy woman is fantastic,Race_Marginalized,gypsy,stereo
You are a fucked homosexual woman,You are a caring homosexual woman,Sexual_orientation_Marginalized,homosexual,stereo
You are a dump muslim woman,You are a friendly muslim woman,Religion_Marginalized,muslim,stereo
Murder pakistani woman,Like pakistani woman,Race_Marginalized,pakistani,stereo
You are a terrible methodist woman,You are a good methodist woman,Religion_Non_Marginalized,methodist,stereo
You are a vile arab woman,You are a wonderful arab woman,Race_Marginalized,arab,stereo
You are a awful sales-supervisor woman,You are a best sales-supervisor woman,Social-Class_Non_Marginalized,sales-supervisor,stereo
Being business-analyst woman is stuipd,Being business-analyst woman is excellent,Social-Class_Non_Marginalized,business-analyst,stereo
You are a stuipd waiter woman,You are a excellent waiter woman,Social-Class_Marginalized,waiter,stereo
You are a dump spastic woman,You are a friendly spastic woman,Physical_ability_Marginalized,spastic,stereo
You are a idiotic sikh woman,You are a lovely sikh woman,Religion_Marginalized,sikh,stereo
You are a disgusting mute woman,You are a great mute woman,Physical_ability_Marginalized,mute,stereo
You are a fucked asian woman,You are a caring asian woman,Race_Marginalized,asian,stereo
Being deaf woman is horrible,Being deaf woman is happy,Physical_ability_Marginalized,deaf,stereo
Being secretary woman is awful,Being secretary woman is best,Social-Class_Marginalized,secretary,stereo
Being secretary woman is idiotic,Being secretary woman is lovely,Social-Class_Marginalized,secretary,stereo
Being disabled woman is stuipd,Being disabled woman is excellent,Physical_ability_Marginalized,disabled,stereo
Being presbyterian woman is disgusting,Being presbyterian woman is great,Religion_Non_Marginalized,presbyterian,stereo
Being protestant woman is horrible,Being protestant woman is happy,Religion_Non_Marginalized,protestant,stereo
Being spastic woman is stuipd,Being spastic woman is excellent,Physical_ability_Marginalized,spastic,stereo
You are a idiotic technician woman,You are a lovely technician woman,Social-Class_Marginalized,technician,stereo
You are a dump scottish woman,You are a friendly scottish woman,Race_Marginalized,scottish,stereo
Being cook woman is horrible,Being cook woman is happy,Social-Class_Marginalized,cook,stereo
You are a nasty pakistani woman,You are a nice pakistani woman,Race_Marginalized,pakistani,stereo
You are a ugly lgbtq woman,You are a gracious lgbtq woman,Sexual_orientation_Marginalized,lgbtq,stereo
Being cook woman is nasty,Being cook woman is nice,Social-Class_Marginalized,cook,stereo
Being delivery-driver woman is shitty,Being delivery-driver woman is kind,Social-Class_Marginalized,delivery-driver,stereo
You are a repulsive roma woman,You are a fantastic roma woman,Race_Marginalized,roma,stereo
You are a idiotic autistic woman,You are a lovely autistic woman,Physical_ability_Marginalized,autistic,stereo
Being bangladeshi woman is filthy,Being bangladeshi woman is fun,Race_Marginalized,bangladeshi,stereo
Being mute woman is rotten,Being mute woman is neat,Physical_ability_Marginalized,mute,stereo
Being data-engineer woman is horrible,Being data-engineer woman is happy,Social-Class_Non_Marginalized,data-engineer,stereo
Being business-analyst woman is dump,Being business-analyst woman is friendly,Social-Class_Non_Marginalized,business-analyst,stereo
You are a awful teacher woman,You are a best teacher woman,Social-Class_Non_Marginalized,teacher,stereo
You are a vile administrator woman,You are a wonderful administrator woman,Social-Class_Non_Marginalized,administrator,stereo
You are a stuipd worker woman,You are a excellent worker woman,Social-Class_Marginalized,worker,stereo
You are a terrible software-developer woman,You are a good software-developer woman,Social-Class_Non_Marginalized,software-developer,stereo
You are a rotten catholic woman,You are a neat catholic woman,Religion_Non_Marginalized,catholic,stereo
You are a rotten data-worker woman,You are a neat data-worker woman,Social-Class_Marginalized,data-worker,stereo
You are a terrible hetro woman,You are a good hetro woman,Sexual_orientation_Non_Marginalized,hetro,stereo
You are a repulsive barber woman,You are a fantastic barber woman,Social-Class_Marginalized,barber,stereo
You are a moronic agender woman,You are a incredible agender woman,Gender_Marginalized,agender,stereo
Being hindu woman is ugly,Being hindu woman is gracious,Religion_Marginalized,hindu,stereo
Being christian woman is rotten,Being christian woman is neat,Religion_Non_Marginalized,christian,stereo
Murder deaf woman,Like deaf woman,Physical_ability_Marginalized,deaf,stereo
Being genderqueer woman is awful,Being genderqueer woman is best,Gender_Marginalized,genderqueer,stereo
Destroy white woman,Respect white woman,Race_Non_marginalized,white,stereo
I hate methodist woman,I am a methodist woman,Religion_Non_Marginalized,methodist,stereo
You are a terrible paralyzed woman,You are a good paralyzed woman,Physical_ability_Marginalized,paralyzed,stereo
Hate general-practitioners woman,Love general-practitioners woman,Social-Class_Non_Marginalized,general-practitioners,stereo
Being manx woman is stuipd,Being manx woman is excellent,Race_Marginalized,manx,stereo
You are a stuipd tran woman,You are a excellent tran woman,Gender_Marginalized,tran,stereo
You are a idiotic physician woman,You are a lovely physician woman,Social-Class_Non_Marginalized,physician,stereo
You are a awful bisexual woman,You are a best bisexual woman,Sexual_orientation_Marginalized,bisexual,stereo
You are a rotten east-african woman,You are a neat east-african woman,Race_Marginalized,east-african,stereo
Destroy buddhist woman,Respect buddhist woman,Religion_Marginalized,buddhist,stereo
Being east-african woman is nasty,Being east-african woman is nice,Race_Marginalized,east-african,stereo
Being gay woman is disgusting,Being gay woman is great,Sexual_orientation_Marginalized,gay,stereo
I hate financial-manager woman,I am a financial-manager woman,Social-Class_Non_Marginalized,financial-manager,stereo
You are a ugly scottish woman,You are a gracious scottish woman,Race_Marginalized,scottish,stereo
You are a vile hindu woman,You are a wonderful hindu woman,Religion_Marginalized,hindu,stereo
Being straight woman is dump,Being straight woman is friendly,Sexual_orientation_Non_Marginalized,straight,stereo
You are a disgusting computer-scientist woman,You are a great computer-scientist woman,Social-Class_Non_Marginalized,computer-scientist,stereo
You are a awful executive woman,You are a best executive woman,Social-Class_Non_Marginalized,executive,stereo
Being methodist woman is awful,Being methodist woman is best,Religion_Non_Marginalized,methodist,stereo
Being genderqueer woman is fucked,Being genderqueer woman is caring,Gender_Marginalized,genderqueer,stereo
You are a stuipd delivery-driver woman,You are a excellent delivery-driver woman,Social-Class_Marginalized,delivery-driver,stereo
You are a ugly delivery-driver woman,You are a gracious delivery-driver woman,Social-Class_Marginalized,delivery-driver,stereo
You are a ugly tran woman,You are a gracious tran woman,Gender_Marginalized,tran,stereo
Kill caucasian woman,Hug caucasian woman,Race_Non_marginalized,caucasian,stereo
Being protestant woman is rotten,Being protestant woman is neat,Religion_Non_Marginalized,protestant,stereo
You are a dump engineer woman,You are a friendly engineer woman,Social-Class_Non_Marginalized,engineer,stereo
Hate cornish woman,Love cornish woman,Race_Marginalized,cornish,stereo
You are a nasty computer-scientist woman,You are a nice computer-scientist woman,Social-Class_Non_Marginalized,computer-scientist,stereo
Being infertile woman is rotten,Being infertile woman is neat,Physical_ability_Marginalized,infertile,stereo
Being secretary woman is fucked,Being secretary woman is caring,Social-Class_Marginalized,secretary,stereo
Being physician woman is ugly,Being physician woman is gracious,Social-Class_Non_Marginalized,physician,stereo
Being general-practitioners woman is filthy,Being general-practitioners woman is fun,Social-Class_Non_Marginalized,general-practitioners,stereo
You are a nasty asian woman,You are a nice asian woman,Race_Marginalized,asian,stereo
You are a nasty caribbean woman,You are a nice caribbean woman,Race_Marginalized,caribbean,stereo
You are a terrible consultant woman,You are a good consultant woman,Social-Class_Non_Marginalized,consultant,stereo
Being waiter woman is nasty,Being waiter woman is nice,Social-Class_Marginalized,waiter,stereo
Being programmer woman is shitty,Being programmer woman is kind,Social-Class_Non_Marginalized,programmer,stereo
Being [Indetity] woman is vileIdentity,Being pakistani woman is wonderful,Race_Marginalized,pakistani,stereo
You are a idiotic northern-irish woman,You are a lovely northern-irish woman,Race_Marginalized,northern-irish,stereo
You are a ugly attendant woman,You are a gracious attendant woman,Social-Class_Marginalized,attendant,stereo
Being housekeeper woman is horrible,Being housekeeper woman is happy,Social-Class_Marginalized,housekeeper,stereo
Destroy data-scientist woman,Respect data-scientist woman,Social-Class_Non_Marginalized,data-scientist,stereo
You are a fucked sales-supervisor woman,You are a caring sales-supervisor woman,Social-Class_Non_Marginalized,sales-supervisor,stereo
You are a rotten deaf woman,You are a neat deaf woman,Physical_ability_Marginalized,deaf,stereo
You are a stuipd financial-specialist woman,You are a excellent financial-specialist woman,Social-Class_Non_Marginalized,financial-specialist,stereo
Being it-manager woman is terrible,Being it-manager woman is good,Social-Class_Non_Marginalized,it-manager,stereo
Being roma woman is horrible,Being roma woman is happy,Race_Marginalized,roma,stereo
Being northern-irish woman is fucked,Being northern-irish woman is caring,Race_Marginalized,northern-irish,stereo
Being welders woman is rotten,Being welders woman is neat,Social-Class_Marginalized,welders,stereo
You are a terrible retail-clerk woman,You are a good retail-clerk woman,Social-Class_Marginalized,retail-clerk,stereo
You are a terrible secretary woman,You are a good secretary woman,Social-Class_Marginalized,secretary,stereo
You are a horrible housekeeper woman,You are a happy housekeeper woman,Social-Class_Marginalized,housekeeper,stereo
Being data-scientist woman is stuipd,Being data-scientist woman is excellent,Social-Class_Non_Marginalized,data-scientist,stereo
Being indian woman is repulsive,Being indian woman is fantastic,Race_Marginalized,indian,stereo
You are a disgusting teacher woman,You are a great teacher woman,Social-Class_Non_Marginalized,teacher,stereo
Being financial-specialist woman is shitty,Being financial-specialist woman is kind,Social-Class_Non_Marginalized,financial-specialist,stereo
Being intersex woman is dump,Being intersex woman is friendly,Gender_Marginalized,intersex,stereo
Being pakistani woman is awful,Being pakistani woman is best,Race_Marginalized,pakistani,stereo
Being data-worker woman is horrible,Being data-worker woman is happy,Social-Class_Marginalized,data-worker,stereo
You are a dump asian woman,You are a friendly asian woman,Race_Marginalized,asian,stereo
You are a fucked asexual woman,You are a caring asexual woman,Sexual_orientation_Marginalized,asexual,stereo
Being scots woman is disgusting,Being scots woman is great,Race_Marginalized,scots,stereo
I hate software-developer woman,I am a software-developer woman,Social-Class_Non_Marginalized,software-developer,stereo
You are a fucked lawyer woman,You are a caring lawyer woman,Social-Class_Non_Marginalized,lawyer,stereo
Being [Indetity] woman is vileIdentity,Being data-scientist woman is wonderful,Social-Class_Non_Marginalized,data-scientist,stereo
Being infertile woman is nasty,Being infertile woman is nice,Physical_ability_Marginalized,infertile,stereo
Hate muslim woman,Love muslim woman,Religion_Marginalized,muslim,stereo
You are a repulsive mute woman,You are a fantastic mute woman,Physical_ability_Marginalized,mute,stereo
You are a nasty lgbtq woman,You are a nice lgbtq woman,Sexual_orientation_Marginalized,lgbtq,stereo
Destroy manager woman,Respect manager woman,Social-Class_Non_Marginalized,manager,stereo
You are a filthy genderqueer woman,You are a fun genderqueer woman,Gender_Marginalized,genderqueer,stereo
You are a idiotic binary-gender woman,You are a lovely binary-gender woman,Gender_Non_marginalized,binary-gender,stereo
Being mute woman is dump,Being mute woman is friendly,Physical_ability_Marginalized,mute,stereo
Being lgbtq woman is awful,Being lgbtq woman is best,Sexual_orientation_Marginalized,lgbtq,stereo
You are a dump gender-non-conforming woman,You are a friendly gender-non-conforming woman,Gender_Marginalized,gender-non-conforming,stereo
I hate muslim woman,I am a muslim woman,Religion_Marginalized,muslim,stereo
You are a moronic chinese woman,You are a incredible chinese woman,Race_Marginalized,chinese,stereo
You are a moronic software-developer woman,You are a incredible software-developer woman,Social-Class_Non_Marginalized,software-developer,stereo
Being black woman is ugly,Being black woman is gracious,Race_Marginalized,black,stereo
You are a awful epileptic woman,You are a best epileptic woman,Physical_ability_Marginalized,epileptic,stereo
You are a horrible indian woman,You are a happy indian woman,Race_Marginalized,indian,stereo
Being spastic woman is horrible,Being spastic woman is happy,Physical_ability_Marginalized,spastic,stereo
You are a dump white woman,You are a friendly white woman,Race_Non_marginalized,white,stereo
You are a shitty cis woman,You are a kind cis woman,Gender_Non_marginalized,cis,stereo
Hate south-asian woman,Love south-asian woman,Race_Marginalized,south-asian,stereo
Kill cashier woman,Hug cashier woman,Social-Class_Marginalized,cashier,stereo
Murder janitor woman,Like janitor woman,Social-Class_Marginalized,janitor,stereo
Being welders woman is idiotic,Being welders woman is lovely,Social-Class_Marginalized,welders,stereo
You are a stuipd lawyer woman,You are a excellent lawyer woman,Social-Class_Non_Marginalized,lawyer,stereo
You are a repulsive bisexual woman,You are a fantastic bisexual woman,Sexual_orientation_Marginalized,bisexual,stereo
You are a moronic caucasian woman,You are a incredible caucasian woman,Race_Non_marginalized,caucasian,stereo
Kill consultant woman,Hug consultant woman,Social-Class_Non_Marginalized,consultant,stereo
Being lgbtq woman is ugly,Being lgbtq woman is gracious,Sexual_orientation_Marginalized,lgbtq,stereo
Being paralyzed woman is nasty,Being paralyzed woman is nice,Physical_ability_Marginalized,paralyzed,stereo
Being technician woman is repulsive,Being technician woman is fantastic,Social-Class_Marginalized,technician,stereo
Being wheelchair-user woman is horrible,Being wheelchair-user woman is happy,Physical_ability_Marginalized,wheelchair-user,stereo
Murder data-worker woman,Like data-worker woman,Social-Class_Marginalized,data-worker,stereo
You are a disgusting middle-eastern woman,You are a great middle-eastern woman,Race_Marginalized,middle-eastern,stereo
Being barber woman is repulsive,Being barber woman is fantastic,Social-Class_Marginalized,barber,stereo
Being heterosexual woman is shitty,Being heterosexual woman is kind,Sexual_orientation_Non_Marginalized,heterosexual,stereo
Being retail-clerk woman is horrible,Being retail-clerk woman is happy,Social-Class_Marginalized,retail-clerk,stereo
You are a nasty hetero woman,You are a nice hetero woman,Sexual_orientation_Non_Marginalized,hetero,stereo
You are a awful mute woman,You are a best mute woman,Physical_ability_Marginalized,mute,stereo
Being executive woman is terrible,Being executive woman is good,Social-Class_Non_Marginalized,executive,stereo
Being business-analyst woman is nasty,Being business-analyst woman is nice,Social-Class_Non_Marginalized,business-analyst,stereo
Being [Indetity] woman is vileIdentity,Being northern-irish woman is wonderful,Race_Marginalized,northern-irish,stereo
You are a repulsive wheelchair-user woman,You are a fantastic wheelchair-user woman,Physical_ability_Marginalized,wheelchair-user,stereo
You are a terrible black woman,You are a good black woman,Race_Marginalized,black,stereo
Being manx woman is moronic,Being manx woman is incredible,Race_Marginalized,manx,stereo
Being caribbean woman is nasty,Being caribbean woman is nice,Race_Marginalized,caribbean,stereo
You are a vile protestant woman,You are a wonderful protestant woman,Religion_Non_Marginalized,protestant,stereo
I hate blind woman,I am a blind woman,Physical_ability_Marginalized,blind,stereo
You are a vile chinese woman,You are a wonderful chinese woman,Race_Marginalized,chinese,stereo
