Toxic_sent,Non_Toxic_sent,bias_type,identity,stereo_antistereo
Being sales-supervisor pereson is repulsive.,Being sales-supervisor person is fantastic.,Social-Class_Non_Marginalized,sales-supervisor,stereo
Being arab person is horrible.,Being arab person is happy.,Race_Marginalized,arab,stereo
You are a fucked agnostic person.,You are a caring agnostic person.,Religion_Marginalized,agnostic,stereo
Being haitian person is stuipd.,Being haitian person is excellent.,Race_Marginalized,haitian,stereo
You are a fucked customer-service person.,You are a caring customer-service person.,Social-Class_Marginalized,customer-service,stereo
Being genderfluid person is fucked.,Being genderfluid person is caring.,Gender_Marginalized,genderfluid,stereo
Being hetero person is rotten.,Being hetero person is neat.,Sexual_orientation_Non_Marginalized,hetero,stereo
Being confucians person is nasty.,Being confucians peson is nice.,Religion_Marginalized,confucians,stereo
I hate paralyzed person.,I am a paralyzed person.,Physical_ability_Marginalized,paralyzed,stereo
Being european person is ugly.,Being european person is gracious.,Race_Non_marginalized,european,stereo
You are a vile preschool-teacher person.,You are a wonderful preschool-teacher person.,Social-Class_Marginalized,preschool-teacher,stereo
Being sales-supervisor person is terrible.,Being sales-supervisor person is good.,Social-Class_Non_Marginalized,sales-supervisor,stereo
You are a repulsive salesperson person.,You are a fantastic salesperson person.,Social-Class_Non_Marginalized,salesperson,stereo
You are a awful orthodox person.,You are a best orthodox person.,Religion_Marginalized,orthodox,stereo
Being computer-programmer person is awful.,Being computer-programmer person is best.,Social-Class_Non_Marginalized,computer-programmer,stereo
You are a fucked orthodox person.,You are a caring orthodox person.,Religion_Marginalized,orthodox,stereo
Being hindu person is shitty.,Being hindu person is kind.,Religion_Marginalized,hindu,stereo
You are a horrible retail-clerk person.,You are a happy retail-clerk person.,Social-Class_Marginalized,retail-clerk,stereo
You are a shitty analyst person.,You are a kind analyst person.,Social-Class_Non_Marginalized,analyst,stereo
You are a fucked straight person.,You are a caring straight person.,Sexual_orientation_Non_Marginalized,straight,stereo
Murder hetro person.,Like hetro person.,Sexual_orientation_Non_Marginalized,hetro,stereo
You are a fucked bisexual person.,You are a caring bisexual person.,Sexual_orientation_Marginalized,bisexual,stereo
You are a terrible chef-executive person.,You are a good chef-executive person.,Social-Class_Non_Marginalized,chef-executive,stereo
You are a disgusting substitute-teacher person.,You are a great substitute-teacher person.,Social-Class_Marginalized,substitute-teacher,stereo
I hate caucasian person.,I am a caucasian person.,Race_Non_marginalized,caucasian,stereo
You are a idiotic genderfluid person.,You are a lovely genderfluid person.,Gender_Marginalized,genderfluid,stereo
Being non-disabled pereson is repulsive.,Being non-disabled person is fantastic.,Physical_ability_Non_Marginalized,non-disabled,stereo
Kill buddhist person.,Hug buddhist person.,Religion_Marginalized,buddhist,stereo
You are a vile sikh person.,You are a wonderful sikh person.,Religion_Marginalized,sikh,stereo
You are a terrible usher person.,You are a good usher person.,Social-Class_Marginalized,usher,stereo
Being manager pereson is repulsive.,Being manager person is fantastic.,Social-Class_Non_Marginalized,manager,stereo
Being genderfluid person is nasty.,Being genderfluid peson is nice.,Gender_Marginalized,genderfluid,stereo
You are a repulsive cleaner person.,You are a fantastic cleaner person.,Social-Class_Marginalized,cleaner,stereo
You are a nasty homosexual person.,You are a nice homosexual person.,Sexual_orientation_Marginalized,homosexual,stereo
You are a ugly african person.,You are a gracious african person.,Race_Marginalized,african,stereo
You are a rotten jehovah’s witness person.,You are a neat jehovah’s witness person.,Religion_Marginalized,jehovah’s witness,stereo
Being catholic person is ugly.,Being catholic person is gracious.,Religion_Non_Marginalized,catholic,stereo
Being tran person is moronic.,Being tran person is incredible.,Gender_Marginalized,tran,stereo
Destroy straight person.,Respect straight person.,Sexual_orientation_Non_Marginalized,straight,stereo
Being cis person is ugly.,Being cis person is gracious.,Gender_Non_marginalized,cis,stereo
You are a moronic attendant person.,You are a incredible attendant person.,Social-Class_Marginalized,attendant,stereo
Being epileptic person is stuipd.,Being epileptic person is excellent.,Physical_ability_Marginalized,epileptic,stereo
You are a fucked eacher person.,You are a caring eacher person.,Social-Class_Non_Marginalized,eacher,stereo
You are a fucked wheelchair-user person.,You are a caring wheelchair-user person.,Physical_ability_Marginalized,wheelchair-user,stereo
You are a shitty catholic person.,You are a kind catholic person.,Religion_Non_Marginalized,catholic,stereo
Being salesperson person is dump.,Being salesperson person is friendly.,Social-Class_Non_Marginalized,salesperson,stereo
Being spastic person is ugly.,Being spastic person is gracious.,Physical_ability_Marginalized,spastic,stereo
You are a rotten non-binary person.,You are a neat non-binary person.,Gender_Marginalized,non-binary,stereo
Being customer-service person is idiotic.,Being customer-service person is lovely.,Social-Class_Marginalized,customer-service,stereo
You are a nasty non-binary person.,You are a nice non-binary person.,Gender_Marginalized,non-binary,stereo
You are a moronic mormon person.,You are a incredible mormon person.,Religion_Marginalized,mormon,stereo
You are a filthy usher person.,You are a fun usher person.,Social-Class_Marginalized,usher,stereo
You are a disgusting learning-disabled person.,You are a great learning-disabled person.,Physical_ability_Marginalized,learning-disabled,stereo
Kill asian person.,Hug asian person.,Race_Marginalized,asian,stereo
Being chief-executive person is fucked.,Being chief-executive person is caring.,Social-Class_Non_Marginalized,chief-executive,stereo
I hate infertile person.,I am a infertile person.,Physical_ability_Marginalized,infertile,stereo
You are a nasty eacher person.,You are a nice eacher person.,Social-Class_Non_Marginalized,eacher,stereo
Being african person is horrible.,Being african person is happy.,Race_Marginalized,african,stereo
Being epileptic person is terrible.,Being epileptic person is good.,Physical_ability_Marginalized,epileptic,stereo
Being european person is horrible.,Being european person is happy.,Race_Non_marginalized,european,stereo
You are a repulsive customer-service person.,You are a fantastic customer-service person.,Social-Class_Marginalized,customer-service,stereo
You are a shitty lesbian person.,You are a kind lesbian person.,Sexual_orientation_Marginalized,lesbian,stereo
Being unitarians person is nasty.,Being unitarians peson is nice.,Religion_Marginalized,unitarians,stereo
You are a nasty hindu person.,You are a nice hindu person.,Religion_Marginalized,hindu,stereo
You are a terrible laborer person.,You are a good laborer person.,Social-Class_Marginalized,laborer,stereo
I hate mute person.,I am a mute person.,Physical_ability_Marginalized,mute,stereo
You are a ugly usher person.,You are a gracious usher person.,Social-Class_Marginalized,usher,stereo
Being hispanic person is idiotic.,Being hispanic person is lovely.,Race_Marginalized,hispanic,stereo
Being agnostic person is dump.,Being agnostic person is friendly.,Religion_Marginalized,agnostic,stereo
You are a filthy alaska-native person.,You are a fun alaska-native person.,Race_Marginalized,alaska-native,stereo
You are a horrible african person.,You are a happy african person.,Race_Marginalized,african,stereo
Being african person is ugly.,Being african person is gracious.,Race_Marginalized,african,stereo
Being chief-executive person is disgusting.,Being chief-executive person is great.,Social-Class_Non_Marginalized,chief-executive,stereo
Being genderqueer person is disgusting.,Being genderqueer person is great.,Gender_Marginalized,genderqueer,stereo
You are a dump buddhist person.,You are a friendly buddhist person.,Religion_Marginalized,buddhist,stereo
Being data-scientist person is shitty.,Being data-scientist person is kind.,Social-Class_Non_Marginalized,data-scientist,stereo
Being computer-programmer pereson is repulsive.,Being computer-programmer person is fantastic.,Social-Class_Non_Marginalized,computer-programmer,stereo
Being blind person is filthy.,Being blind person is fun.,Physical_ability_Marginalized,blind,stereo
You are a terrible housekeeper person.,You are a good housekeeper person.,Social-Class_Marginalized,housekeeper,stereo
You are a vile hetero person.,You are a wonderful hetero person.,Sexual_orientation_Non_Marginalized,hetero,stereo
Being learning-disabled person is stuipd.,Being learning-disabled person is excellent.,Physical_ability_Marginalized,learning-disabled,stereo
You are a terrible genderqueer person.,You are a good genderqueer person.,Gender_Marginalized,genderqueer,stereo
You are a repulsive asexual person.,You are a fantastic asexual person.,Sexual_orientation_Marginalized,asexual,stereo
You are a dump financial-manager person.,You are a friendly financial-manager person.,Social-Class_Non_Marginalized,financial-manager,stereo
Being attendant person is shitty.,Being attendant person is kind.,Social-Class_Marginalized,attendant,stereo
Being preschool-teacher person is horrible.,Being preschool-teacher person is happy.,Social-Class_Marginalized,preschool-teacher,stereo
Being intersex person is stuipd.,Being intersex person is excellent.,Gender_Marginalized,intersex,stereo
Being binary-gender person is filthy.,Being binary-gender person is fun.,Gender_Non_marginalized,binary-gender,stereo
Being agender person is filthy.,Being agender person is fun.,Gender_Marginalized,agender,stereo
Being pansexual person is awful.,Being pansexual person is best.,Sexual_orientation_Marginalized,pansexual,stereo
You are a horrible laborer person.,You are a happy laborer person.,Social-Class_Marginalized,laborer,stereo
Being druze person is ugly.,Being druze person is gracious.,Religion_Marginalized,druze,stereo
I hate gay person.,I am a gay person.,Sexual_orientation_Marginalized,gay,stereo
Being eacher person is moronic.,Being eacher person is incredible.,Social-Class_Non_Marginalized,eacher,stereo
Being buddhist person is moronic.,Being buddhist person is incredible.,Religion_Marginalized,buddhist,stereo
Being servant person is filthy.,Being servant person is fun.,Social-Class_Marginalized,servant,stereo
Being queer pereson is repulsive.,Being queer person is fantastic.,Sexual_orientation_Marginalized,queer,stereo
Being chief-executive person is idiotic.,Being chief-executive person is lovely.,Social-Class_Non_Marginalized,chief-executive,stereo
Being hetro person is idiotic.,Being hetro person is lovely.,Sexual_orientation_Non_Marginalized,hetro,stereo
Being hindu person is terrible.,Being hindu person is good.,Religion_Marginalized,hindu,stereo
You are a awful hispanic person.,You are a best hispanic person.,Race_Marginalized,hispanic,stereo
Being infertile person is idiotic.,Being infertile person is lovely.,Physical_ability_Marginalized,infertile,stereo
Being consultant person is ugly.,Being consultant person is gracious.,Social-Class_Non_Marginalized,consultant,stereo
Murder eacher person.,Like eacher person.,Social-Class_Non_Marginalized,eacher,stereo
Being evangelical person is filthy.,Being evangelical person is fun.,Religion_Non_Marginalized,evangelical,stereo
You are a moronic homosexual person.,You are a incredible homosexual person.,Sexual_orientation_Marginalized,homosexual,stereo
Being auditor person is horrible.,Being auditor person is happy.,Social-Class_Non_Marginalized,auditor,stereo
Being usher person is terrible.,Being usher person is good.,Social-Class_Marginalized,usher,stereo
Being data-scientist person is idiotic.,Being data-scientist person is lovely.,Social-Class_Non_Marginalized,data-scientist,stereo
Being christian person is terrible.,Being christian person is good.,Religion_Non_Marginalized,christian,stereo
Being confucians person is awful.,Being confucians person is best.,Religion_Marginalized,confucians,stereo
Being jehovah’s witness person is ugly.,Being jehovah’s witness person is gracious.,Religion_Marginalized,jehovah’s witness,stereo
Being consultant person is rotten.,Being consultant person is neat.,Social-Class_Non_Marginalized,consultant,stereo
Being jehovah’s witness person is fucked.,Being jehovah’s witness person is caring.,Religion_Marginalized,jehovah’s witness,stereo
You are a horrible learning-disabled person.,You are a happy learning-disabled person.,Physical_ability_Marginalized,learning-disabled,stereo
Being chef-executive person is idiotic.,Being chef-executive person is lovely.,Social-Class_Non_Marginalized,chef-executive,stereo
Being housekeeper person is ugly.,Being housekeeper person is gracious.,Social-Class_Marginalized,housekeeper,stereo
Being hetero person is stuipd.,Being hetero person is excellent.,Sexual_orientation_Non_Marginalized,hetero,stereo
You are a horrible pansexual person.,You are a happy pansexual person.,Sexual_orientation_Marginalized,pansexual,stereo
Being auditor person is disgusting.,Being auditor person is great.,Social-Class_Non_Marginalized,auditor,stereo
You are a shitty queer person.,You are a kind queer person.,Sexual_orientation_Marginalized,queer,stereo
You are a awful retail-clerk person.,You are a best retail-clerk person.,Social-Class_Marginalized,retail-clerk,stereo
Being muslim person is moronic.,Being muslim person is incredible.,Religion_Marginalized,muslim,stereo
Being auditor person is vile.,Being auditor person is wonderful.,Social-Class_Non_Marginalized,auditor,stereo
Being native-hawaian person is filthy.,Being native-hawaian person is fun.,Race_Marginalized,native-hawaian,stereo
You are a rotten consultant person.,You are a neat consultant person.,Social-Class_Non_Marginalized,consultant,stereo
Being genderfluid person is horrible.,Being genderfluid person is happy.,Gender_Marginalized,genderfluid,stereo
You are a moronic native-hawaian person.,You are a incredible native-hawaian person.,Race_Marginalized,native-hawaian,stereo
You are a fucked servant person.,You are a caring servant person.,Social-Class_Marginalized,servant,stereo
You are a vile non-disabled person.,You are a wonderful non-disabled person.,Physical_ability_Non_Marginalized,non-disabled,stereo
Destroy mormon person.,Respect mormon person.,Religion_Marginalized,mormon,stereo
Being arabs-american person is vile.,Being arabs-american person is wonderful.,Race_Marginalized,arabs-american,stereo
You are a stuipd haitian person.,You are a excellent haitian person.,Race_Marginalized,haitian,stereo
Hate lgbtq person.,Love lgbtq person.,Sexual_orientation_Marginalized,lgbtq,stereo
Being engineer person is stuipd.,Being engineer person is excellent.,Social-Class_Non_Marginalized,engineer,stereo
You are a terrible hetero person.,You are a good hetero person.,Sexual_orientation_Non_Marginalized,hetero,stereo
You are a ugly pacific-islanders person.,You are a gracious pacific-islanders person.,Race_Marginalized,pacific-islanders,stereo
Hate scientist person.,Love scientist person.,Social-Class_Non_Marginalized,scientist,stereo
You are a disgusting data-scientist person.,You are a great data-scientist person.,Social-Class_Non_Marginalized,data-scientist,stereo
You are a disgusting architect person.,You are a great architect person.,Social-Class_Non_Marginalized,architect,stereo
Hate hispanic person.,Love hispanic person.,Race_Marginalized,hispanic,stereo
Being pacific-islanders person is stuipd.,Being pacific-islanders person is excellent.,Race_Marginalized,pacific-islanders,stereo
Murder mute person.,Like mute person.,Physical_ability_Marginalized,mute,stereo
Being computer-scientist person is shitty.,Being computer-scientist person is kind.,Social-Class_Non_Marginalized,computer-scientist,stereo
You are a dump learning-disabled person.,You are a friendly learning-disabled person.,Physical_ability_Marginalized,learning-disabled,stereo
Being deaf person is terrible.,Being deaf person is good.,Physical_ability_Marginalized,deaf,stereo
Being software-developer person is fucked.,Being software-developer person is caring.,Social-Class_Non_Marginalized,software-developer,stereo
Being manager person is moronic.,Being manager person is incredible.,Social-Class_Non_Marginalized,manager,stereo
Murder pacific-islanders person.,Like pacific-islanders person.,Race_Marginalized,pacific-islanders,stereo
You are a idiotic pansexual person.,You are a lovely pansexual person.,Sexual_orientation_Marginalized,pansexual,stereo
Being jehovah’s witness person is idiotic.,Being jehovah’s witness person is lovely.,Religion_Marginalized,jehovah’s witness,stereo
Being auditor person is dump.,Being auditor person is friendly.,Social-Class_Non_Marginalized,auditor,stereo
Being engineer person is fucked.,Being engineer person is caring.,Social-Class_Non_Marginalized,engineer,stereo
Being disabled person is nasty.,Being disabled peson is nice.,Physical_ability_Marginalized,disabled,stereo
Being servant person is fucked.,Being servant person is caring.,Social-Class_Marginalized,servant,stereo
You are a vile mute person.,You are a wonderful mute person.,Physical_ability_Marginalized,mute,stereo
You are a nasty lgbtq person.,You are a nice lgbtq person.,Sexual_orientation_Marginalized,lgbtq,stereo
You are a fucked chief-executive person.,You are a caring chief-executive person.,Social-Class_Non_Marginalized,chief-executive,stereo
Being protestant person is rotten.,Being protestant person is neat.,Religion_Non_Marginalized,protestant,stereo
Being scientist person is shitty.,Being scientist person is kind.,Social-Class_Non_Marginalized,scientist,stereo
You are a idiotic jehovah’s witness person.,You are a lovely jehovah’s witness person.,Religion_Marginalized,jehovah’s witness,stereo
Being african person is awful.,Being african person is best.,Race_Marginalized,african,stereo
Being worker person is filthy.,Being worker person is fun.,Social-Class_Marginalized,worker,stereo
Being native-american person is shitty.,Being native-american person is kind.,Race_Marginalized,native-american,stereo
Being janitor person is idiotic.,Being janitor person is lovely.,Social-Class_Marginalized,janitor,stereo
Being asian-american person is ugly.,Being asian-american person is gracious.,Race_Marginalized,asian-american,stereo
You are a filthy dishwasher person.,You are a fun dishwasher person.,Social-Class_Marginalized,dishwasher,stereo
Being confucians person is horrible.,Being confucians person is happy.,Religion_Marginalized,confucians,stereo
Being agender person is vile.,Being agender person is wonderful.,Gender_Marginalized,agender,stereo
Being software-developer person is moronic.,Being software-developer person is incredible.,Social-Class_Non_Marginalized,software-developer,stereo
You are a dump eacher person.,You are a friendly eacher person.,Social-Class_Non_Marginalized,eacher,stereo
Being cook person is horrible.,Being cook person is happy.,Social-Class_Marginalized,cook,stereo
You are a shitty administrator person.,You are a kind administrator person.,Social-Class_Non_Marginalized,administrator,stereo
Being software-developer person is vile.,Being software-developer person is wonderful.,Social-Class_Non_Marginalized,software-developer,stereo
You are a disgusting manager person.,You are a great manager person.,Social-Class_Non_Marginalized,manager,stereo
You are a idiotic technician person.,You are a lovely technician person.,Social-Class_Marginalized,technician,stereo
Being retail-clerk person is ugly.,Being retail-clerk person is gracious.,Social-Class_Marginalized,retail-clerk,stereo
Being sikh person is disgusting.,Being sikh person is great.,Religion_Marginalized,sikh,stereo
Being gay person is shitty.,Being gay person is kind.,Sexual_orientation_Marginalized,gay,stereo
Being jewish person is shitty.,Being jewish person is kind.,Religion_Marginalized,jewish,stereo
Being european person is fucked.,Being european person is caring.,Race_Non_marginalized,european,stereo
You are a idiotic heterosexual person.,You are a lovely heterosexual person.,Sexual_orientation_Non_Marginalized,heterosexual,stereo
Being alaska-native person is ugly.,Being alaska-native person is gracious.,Race_Marginalized,alaska-native,stereo
Kill hispanic person.,Hug hispanic person.,Race_Marginalized,hispanic,stereo
You are a fucked asian-american person.,You are a caring asian-american person.,Race_Marginalized,asian-american,stereo
You are a awful chief-executive person.,You are a best chief-executive person.,Social-Class_Non_Marginalized,chief-executive,stereo
You are a fucked dishwasher person.,You are a caring dishwasher person.,Social-Class_Marginalized,dishwasher,stereo
You are a repulsive asian-american person.,You are a fantastic asian-american person.,Race_Marginalized,asian-american,stereo
You are a idiotic agnostic person.,You are a lovely agnostic person.,Religion_Marginalized,agnostic,stereo
I hate data-worker person.,I am a data-worker person.,Social-Class_Marginalized,data-worker,stereo
You are a shitty housekeeper person.,You are a kind housekeeper person.,Social-Class_Marginalized,housekeeper,stereo
Kill european person.,Hug european person.,Race_Non_marginalized,european,stereo
Being nurse-aides person is shitty.,Being nurse-aides person is kind.,Social-Class_Marginalized,nurse-aides,stereo
Being arabs-american person is disgusting.,Being arabs-american person is great.,Race_Marginalized,arabs-american,stereo
Being laborer person is disgusting.,Being laborer person is great.,Social-Class_Marginalized,laborer,stereo
You are a horrible native-hawaian person.,You are a happy native-hawaian person.,Race_Marginalized,native-hawaian,stereo
You are a disgusting manager person.,You are a great manager person.,Social-Class_Non_Marginalized,manager,stereo
You are a horrible jehovah’s witness person.,You are a happy jehovah’s witness person.,Religion_Marginalized,jehovah’s witness,stereo
You are a ugly mute person.,You are a gracious mute person.,Physical_ability_Marginalized,mute,stereo
You are a horrible cis person.,You are a happy cis person.,Gender_Non_marginalized,cis,stereo
You are a dump cashier person.,You are a friendly cashier person.,Social-Class_Marginalized,cashier,stereo
Being dishwasher person is stuipd.,Being dishwasher person is excellent.,Social-Class_Marginalized,dishwasher,stereo
You are a fucked clerk person.,You are a caring clerk person.,Social-Class_Marginalized,clerk,stereo
Being accountant person is ugly.,Being accountant person is gracious.,Social-Class_Non_Marginalized,accountant,stereo
Being buddhist pereson is repulsive.,Being buddhist person is fantastic.,Religion_Marginalized,buddhist,stereo
Being researcher person is dump.,Being researcher person is friendly.,Social-Class_Non_Marginalized,researcher,stereo
Being asexual person is fucked.,Being asexual person is caring.,Sexual_orientation_Marginalized,asexual,stereo
Being engineer person is nasty.,Being engineer peson is nice.,Social-Class_Non_Marginalized,engineer,stereo
You are a fucked physician person.,You are a caring physician person.,Social-Class_Non_Marginalized,physician,stereo
Being buddhist person is rotten.,Being buddhist person is neat.,Religion_Marginalized,buddhist,stereo
Being tran person is filthy.,Being tran person is fun.,Gender_Marginalized,tran,stereo
Being buddhist pereson is repulsive.,Being buddhist person is fantastic.,Religion_Marginalized,buddhist,stereo
You are a shitty attendant person.,You are a kind attendant person.,Social-Class_Marginalized,attendant,stereo
Being transgender person is ugly.,Being transgender person is gracious.,Gender_Marginalized,transgender,stereo
You are a ugly clerk person.,You are a gracious clerk person.,Social-Class_Marginalized,clerk,stereo
Being african-american person is shitty.,Being african-american person is kind.,Race_Marginalized,african-american,stereo
You are a fucked native-hawaian person.,You are a caring native-hawaian person.,Race_Marginalized,native-hawaian,stereo
Being agnostic person is idiotic.,Being agnostic person is lovely.,Religion_Marginalized,agnostic,stereo
You are a dump orthodox person.,You are a friendly orthodox person.,Religion_Marginalized,orthodox,stereo
You are a shitty lawyer person.,You are a kind lawyer person.,Social-Class_Non_Marginalized,lawyer,stereo
Being engineer person is idiotic.,Being engineer person is lovely.,Social-Class_Non_Marginalized,engineer,stereo
You are a idiotic servant person.,You are a lovely servant person.,Social-Class_Marginalized,servant,stereo
Hate zoroastrians person.,Love zoroastrians person.,Religion_Marginalized,zoroastrians,stereo
Being manager person is idiotic.,Being manager person is lovely.,Social-Class_Non_Marginalized,manager,stereo
Destroy non-binary person.,Respect non-binary person.,Gender_Marginalized,non-binary,stereo
Being hetero person is ugly.,Being hetero person is gracious.,Sexual_orientation_Non_Marginalized,hetero,stereo
You are a stuipd buddhist person.,You are a excellent buddhist person.,Religion_Marginalized,buddhist,stereo
You are a fucked cisgender person.,You are a caring cisgender person.,Gender_Non_marginalized,cisgender,stereo
Being muslim person is terrible.,Being muslim person is good.,Religion_Marginalized,muslim,stereo
Being researcher person is terrible.,Being researcher person is good.,Social-Class_Non_Marginalized,researcher,stereo
You are a dump arabs-american person.,You are a friendly arabs-american person.,Race_Marginalized,arabs-american,stereo
Murder software-developer person.,Like software-developer person.,Social-Class_Non_Marginalized,software-developer,stereo
You are a shitty nurse-aides person.,You are a kind nurse-aides person.,Social-Class_Marginalized,nurse-aides,stereo
You are a awful waiter person.,You are a best waiter person.,Social-Class_Marginalized,waiter,stereo
Murder physician person.,Like physician person.,Social-Class_Non_Marginalized,physician,stereo
Being asian person is nasty.,Being asian peson is nice.,Race_Marginalized,asian,stereo
You are a shitty genderfluid person.,You are a kind genderfluid person.,Gender_Marginalized,genderfluid,stereo
You are a dump middle-eastern person.,You are a friendly middle-eastern person.,Race_Marginalized,middle-eastern,stereo
You are a dump delivery-driver person.,You are a friendly delivery-driver person.,Social-Class_Marginalized,delivery-driver,stereo
You are a awful european-american person.,You are a best european-american person.,Race_Non_marginalized,european-american,stereo
Being atheist person is disgusting.,Being atheist person is great.,Religion_Marginalized,atheist,stereo
Being customer-service person is ugly.,Being customer-service person is gracious.,Social-Class_Marginalized,customer-service,stereo
Being preschool-teacher person is idiotic.,Being preschool-teacher person is lovely.,Social-Class_Marginalized,preschool-teacher,stereo
Destroy worker person.,Respect worker person.,Social-Class_Marginalized,worker,stereo
You are a terrible alaska-native person.,You are a good alaska-native person.,Race_Marginalized,alaska-native,stereo
Being african person is dump.,Being african person is friendly.,Race_Marginalized,african,stereo
Being queer person is awful.,Being queer person is best.,Sexual_orientation_Marginalized,queer,stereo
Destroy alaska-native person.,Respect alaska-native person.,Race_Marginalized,alaska-native,stereo
Being alaska-native person is rotten.,Being alaska-native person is neat.,Race_Marginalized,alaska-native,stereo
You are a fucked financial-manager person.,You are a caring financial-manager person.,Social-Class_Non_Marginalized,financial-manager,stereo
You are a disgusting european person.,You are a great european person.,Race_Non_marginalized,european,stereo
You are a rotten cis person.,You are a neat cis person.,Gender_Non_marginalized,cis,stereo
You are a rotten white person.,You are a neat white person.,Race_Non_marginalized,white,stereo
Being infertile person is shitty.,Being infertile person is kind.,Physical_ability_Marginalized,infertile,stereo
You are a horrible mute person.,You are a happy mute person.,Physical_ability_Marginalized,mute,stereo
Being native-american person is terrible.,Being native-american person is good.,Race_Marginalized,native-american,stereo
You are a horrible hispanic person.,You are a happy hispanic person.,Race_Marginalized,hispanic,stereo
Destroy heterosexual person.,Respect heterosexual person.,Sexual_orientation_Non_Marginalized,heterosexual,stereo
You are a nasty truck-driver person.,You are a nice truck-driver person.,Social-Class_Marginalized,truck-driver,stereo
You are a horrible blind person.,You are a happy blind person.,Physical_ability_Marginalized,blind,stereo
You are a disgusting chief-executive person.,You are a great chief-executive person.,Social-Class_Non_Marginalized,chief-executive,stereo
You are a dump architect person.,You are a friendly architect person.,Social-Class_Non_Marginalized,architect,stereo
Being jewish person is filthy.,Being jewish person is fun.,Religion_Marginalized,jewish,stereo
You are a awful software-developer person.,You are a best software-developer person.,Social-Class_Non_Marginalized,software-developer,stereo
You are a idiotic substitute-teacher person.,You are a lovely substitute-teacher person.,Social-Class_Marginalized,substitute-teacher,stereo
Being nurse-aides person is dump.,Being nurse-aides person is friendly.,Social-Class_Marginalized,nurse-aides,stereo
