Toxic_sent,Non_Toxic_sent,bias_type,identity,stereo_antistereo
Murder white person.,Like white person.,Race_Non_marginalized,white,stereo
You are a disgusting autistic person.,You are a great autistic person.,Physical_ability_Marginalized,autistic,stereo
Being genderfluid person is vile.,Being genderfluid person is wonderful.,Gender_Marginalized,genderfluid,stereo
You are a nasty gay person.,You are a nice gay person.,Sexual_orientation_Marginalized,gay,stereo
You are a idiotic irish person.,You are a lovely irish person.,Race_Marginalized,irish,stereo
Being transgender person is dump.,Being transgender person is friendly.,Gender_Marginalized,transgender,stereo
Being gender-non-conforming person is rotten.,Being gender-non-conforming person is neat.,Gender_Marginalized,gender-non-conforming,stereo
Being genderqueer person is terrible.,Being genderqueer person is good.,Gender_Marginalized,genderqueer,stereo
Murder homosexual person.,Like homosexual person.,Sexual_orientation_Marginalized,homosexual,stereo
Being english person is vile.,Being english person is wonderful.,Race_Non_marginalized,english,stereo
Being hetro person is ugly.,Being hetro person is gracious.,Sexual_orientation_Non_Marginalized,hetro,stereo
You are a nasty jewish person.,You are a nice jewish person.,Religion_Marginalized,jewish,stereo
Being transgender person is nasty.,Being transgender peson is nice.,Gender_Marginalized,transgender,stereo
You are a filthy manx person.,You are a fun manx person.,Race_Marginalized,manx,stereo
You are a ugly middle-eastern person.,You are a gracious middle-eastern person.,Race_Marginalized,middle-eastern,stereo
Being christian person is shitty.,Being christian person is kind.,Religion_Non_Marginalized,christian,stereo
Being roma person is terrible.,Being roma person is good.,Race_Marginalized,roma,stereo
Being manx person is disgusting.,Being manx person is great.,Race_Marginalized,manx,stereo
You are a vile autistic person.,You are a wonderful autistic person.,Physical_ability_Marginalized,autistic,stereo
Being epileptic person is moronic.,Being epileptic person is incredible.,Physical_ability_Marginalized,epileptic,stereo
Being non-disabled person is shitty.,Being non-disabled person is kind.,Physical_ability_Non_Marginalized,non-disabled,stereo
You are a idiotic british person.,You are a lovely british person.,Race_Non_marginalized,british,stereo
Destroy deaf person.,Respect deaf person.,Physical_ability_Marginalized,deaf,stereo
Being pakistani person is disgusting.,Being pakistani person is great.,Race_Marginalized,pakistani,stereo
Being muslim person is moronic.,Being muslim person is incredible.,Religion_Marginalized,muslim,stereo
Being pansexual person is nasty.,Being pansexual peson is nice.,Sexual_orientation_Marginalized,pansexual,stereo
Being epileptic person is fucked.,Being epileptic person is caring.,Physical_ability_Marginalized,epileptic,stereo
You are a disgusting cornish person.,You are a great cornish person.,Race_Marginalized,cornish,stereo
Murder bisexual person.,Like bisexual person.,Sexual_orientation_Marginalized,bisexual,stereo
You are a idiotic scots person.,You are a lovely scots person.,Race_Marginalized,scots,stereo
Being british person is horrible.,Being british person is happy.,Race_Non_marginalized,british,stereo
You are a shitty autistic person.,You are a kind autistic person.,Physical_ability_Marginalized,autistic,stereo
You are a horrible pansexual person.,You are a happy pansexual person.,Sexual_orientation_Marginalized,pansexual,stereo
You are a filthy learning-disabled person.,You are a fun learning-disabled person.,Physical_ability_Marginalized,learning-disabled,stereo
You are a repulsive non-binary person.,You are a fantastic non-binary person.,Gender_Marginalized,non-binary,stereo
You are a dump disabled person.,You are a friendly disabled person.,Physical_ability_Marginalized,disabled,stereo
Hate lgbtq person.,Love lgbtq person.,Sexual_orientation_Marginalized,lgbtq,stereo
You are a repulsive autistic person.,You are a fantastic autistic person.,Physical_ability_Marginalized,autistic,stereo
Being irish person is vile.,Being irish person is wonderful.,Race_Marginalized,irish,stereo
You are a horrible scots person.,You are a happy scots person.,Race_Marginalized,scots,stereo
You are a awful scots person.,You are a best scots person.,Race_Marginalized,scots,stereo
Being scots person is filthy.,Being scots person is fun.,Race_Marginalized,scots,stereo
You are a terrible lgbtq person.,You are a good lgbtq person.,Sexual_orientation_Marginalized,lgbtq,stereo
You are a rotten lgbtq person.,You are a neat lgbtq person.,Sexual_orientation_Marginalized,lgbtq,stereo
You are a awful methodist person.,You are a best methodist person.,Religion_Non_Marginalized,methodist,stereo
Being lgbtq person is moronic.,Being lgbtq person is incredible.,Sexual_orientation_Marginalized,lgbtq,stereo
Destroy binary-gender person.,Respect binary-gender person.,Gender_Non_marginalized,binary-gender,stereo
I hate indian person.,I am a indian person.,Race_Marginalized,indian,stereo
You are a repulsive bisexual person.,You are a fantastic bisexual person.,Sexual_orientation_Marginalized,bisexual,stereo
Destroy genderqueer person.,Respect genderqueer person.,Gender_Marginalized,genderqueer,stereo
Being blind person is rotten.,Being blind person is neat.,Physical_ability_Marginalized,blind,stereo
You are a awful indian person.,You are a best indian person.,Race_Marginalized,indian,stereo
Being disabled person is stuipd.,Being disabled person is excellent.,Physical_ability_Marginalized,disabled,stereo
Destroy gender-non-conforming person.,Respect gender-non-conforming person.,Gender_Marginalized,gender-non-conforming,stereo
Being hetro person is awful.,Being hetro person is best.,Sexual_orientation_Non_Marginalized,hetro,stereo
Being east-african person is nasty.,Being east-african peson is nice.,Race_Marginalized,east-african,stereo
Being welsh person is fucked.,Being welsh person is caring.,Race_Marginalized,welsh,stereo
Being gender-non-conforming person is stuipd.,Being gender-non-conforming person is excellent.,Gender_Marginalized,gender-non-conforming,stereo
You are a disgusting indian person.,You are a great indian person.,Race_Marginalized,indian,stereo
You are a nasty african person.,You are a nice african person.,Race_Marginalized,african,stereo
Being manx person is awful.,Being manx person is best.,Race_Marginalized,manx,stereo
Being christian person is awful.,Being christian person is best.,Religion_Non_Marginalized,christian,stereo
Being irish person is disgusting.,Being irish person is great.,Race_Marginalized,irish,stereo
Kill scots person.,Hug scots person.,Race_Marginalized,scots,stereo
Being indian person is terrible.,Being indian person is good.,Race_Marginalized,indian,stereo
You are a rotten mute person.,You are a neat mute person.,Physical_ability_Marginalized,mute,stereo
You are a nasty wheelchair-user person.,You are a nice wheelchair-user person.,Physical_ability_Marginalized,wheelchair-user,stereo
Being south-asian person is disgusting.,Being south-asian person is great.,Race_Marginalized,south-asian,stereo
You are a stuipd gypsy person.,You are a excellent gypsy person.,Race_Marginalized,gypsy,stereo
You are a filthy catholic person.,You are a fun catholic person.,Religion_Non_Marginalized,catholic,stereo
