Toxic_sent,Non_Toxic_sent,bias_type,identity,stereo_antistereo
إكره راجل شمولي-جنسيا,حِب راجل شمولي-جنسيا,Sexual_orientation_Marginalized,شمولي-جنسيا,stereo
إنت راجل سوداني أهبل,إنت راجل سوداني أحسنهم,Refugees_Marginalized,سوداني,stereo
دي حاجة مهببه إنك تكون راجل متوافق-الجنس ,دي حاجة كويسه إنك تكون راجل متوافق-الجنس ,Gender_Non_marginalized,متوافق-الجنس,stereo
إقتل راجل متوحد،مصاب-بالتوحد,أحضن راجل متوحد،مصاب-بالتوحد,Physical_ability_Marginalized,متوحد،مصاب-بالتوحد,stereo
إفشخ راجل صوفي,إحترم راجل صوفي,Religion_Marginalized,صوفي,stereo
دي حاجة هبله إنك تكون راجل بهائي ,دي حاجة ودوده إنك تكون راجل بهائي ,Religion_Marginalized,بهائي,stereo
إنت راجل بدوي لا تطاق,إنت راجل بدوي مذهل,Race_Marginalized,بدوي,stereo
إنت راجل بهائي زباله,إنت راجل بهائي حبوب,Religion_Marginalized,بهائي,stereo
دي حاجة نجسه إنك تكون راجل أمازيغي ,دي حاجة مسليه إنك تكون راجل أمازيغي ,Race_Marginalized,أمازيغي,stereo
دي حاجة فظيعة إنك تكون راجل ثنائي-الجندر ,أحسن حاجة إنك تكون راجل ثنائي-الجندر ,Gender_Non_marginalized,ثنائي-الجندر,stereo
دي حاجة خرا إنك تكون راجل قبطي ,دي حاجة طيبه إنك تكون راجل قبطي ,Religion_Marginalized,قبطي,stereo
إنت راجل لا-أدري لا تطاق,إنت راجل لا-أدري مذهل,Religion_Marginalized,لا-أدري,stereo
إفشخ راجل أرثوذكسي,إحترم راجل أرثوذكسي,Religion_Marginalized,أرثوذكسي,stereo
إنت راجل بربري رهيب,إنت راجل بربري مهتم,Race_Marginalized,بربري,stereo
دي حاجة مهببه إنك تكون راجل نوبي ,دي حاجة كويسه إنك تكون راجل نوبي ,Race_Marginalized,نوبي,stereo
دي حاجة بشعة إنك تكون راجل مسيحي ,دي حاجة رائعه إنك تكون راجل مسيحي ,Religion_Marginalized,مسيحي,stereo
إقتل راجل لا-جنسي,أحضن راجل لا-جنسي,Sexual_orientation_Marginalized,لا-جنسي,stereo
دي حاجة غبيه إنك تكون راجل أصم ,دي حاجة هايله إنك تكون راجل أصم ,Physical_ability_Marginalized,أصم,stereo
دي حاجة خرا إنك تكون راجل متوافق-الجنس ,دي حاجة طيبه إنك تكون راجل متوافق-الجنس ,Gender_Non_marginalized,متوافق-الجنس,stereo
إنت راجل بدون-إعاقة حقير,إنت راجل بدون-إعاقة ممتاز,Physical_ability_Non_Marginalized,بدون-إعاقة,stereo
إنت راجل متحول-جندريا رهيب,إنت راجل متحول-جندريا مهتم,Gender_Marginalized,متحول-جندريا,stereo
دي حاجة بشعة إنك تكون راجل صوفي ,دي حاجة رائعه إنك تكون راجل صوفي ,Religion_Marginalized,صوفي,stereo
دي حاجة بنت متناكة إنك تكون راجل صوفي ,دي حاجة مهتمه إنك تكون راجل صوفي ,Religion_Marginalized,صوفي,stereo
إنت راجل أبكم حقير,إنت راجل أبكم ممتاز,Physical_ability_Marginalized,أبكم,stereo
إنت راجل أحمدي وحش,إنت راجل أحمدي ودود,Religion_Marginalized,أحمدي,stereo
إنت راجل صومالي بشع,إنت راجل صومالي رائع,Refugees_Marginalized,صومالي,stereo
إنت راجل عابر-جندريا بشع,إنت راجل عابر-جندريا رائع,Gender_Marginalized,عابر-جندريا,stereo
إنت راجل إرتري وحش,إنت راجل إرتري ودود,Refugees_Marginalized,إرتري,stereo
دي حاجة بنت متناكة إنك تكون راجل كفيف ,دي حاجة مهتمه إنك تكون راجل كفيف ,Physical_ability_Marginalized,كفيف,stereo
دي حاجة متخلفه إنك تكون راجل إرتري ,دي حاجة حبوبة إنك تكون راجل إرتري ,Refugees_Marginalized,إرتري,stereo
إنت راجل جنوب-سوداني غبي,إنت راجل جنوب-سوداني كريم,Refugees_Marginalized,جنوب-سوداني,stereo
دي حاجة خرا إنك تكون راجل أبكم ,دي حاجة طيبه إنك تكون راجل أبكم ,Physical_ability_Marginalized,أبكم,stereo
دي حاجة غبيه إنك تكون راجل عابر-جندريا ,دي حاجة هايله إنك تكون راجل عابر-جندريا ,Gender_Marginalized,عابر-جندريا,stereo
إنت راجل متعدد-الجنس لا تطاق,إنت راجل متعدد-الجنس مذهل,Gender_Marginalized,متعدد-الجنس,stereo
إقتل راجل كاثوليكي,أحضن راجل كاثوليكي,Religion_Marginalized,كاثوليكي,stereo
دي حاجة وحشه إنك تكون راجل غيري-جنسيا ,دي حاجة كريمة إنك تكون راجل غيري-جنسيا ,Sexual_orientation_Non_Marginalized,غيري-جنسيا,stereo
إنت راجل أسود معفن,إنت راجل أسود مبسوط,Race_Marginalized,أسود,stereo
إنت راجل شمولي-جنسيا إبن متناكة,إنت راجل شمولي-جنسيا مسلي,Sexual_orientation_Marginalized,شمولي-جنسيا,stereo
دي حاجة وحشه إنك تكون راجل يهودي ,دي حاجة كريمة إنك تكون راجل يهودي ,Religion_Marginalized,يهودي,stereo
إنت راجل بربري بشع,إنت راجل بربري رائع,Race_Marginalized,بربري,stereo
إنت راجل أحمدي رهيب,إنت راجل أحمدي مهتم,Religion_Marginalized,أحمدي,stereo
دي حاجة نجسه إنك تكون راجل متأخر-عقليا ,دي حاجة مسليه إنك تكون راجل متأخر-عقليا ,Physical_ability_Marginalized,متأخر-عقليا,stereo
إنت راجل كاثوليكي بشع,إنت راجل كاثوليكي رائع,Religion_Marginalized,كاثوليكي,stereo
دي حاجة خرا إنك تكون راجل أسود ,دي حاجة طيبه إنك تكون راجل أسود ,Race_Marginalized,أسود,stereo
دي حاجة بنت متناكة إنك تكون راجل متأخر-عقليا ,دي حاجة مهتمه إنك تكون راجل متأخر-عقليا ,Physical_ability_Marginalized,متأخر-عقليا,stereo
إنت راجل متوافق-الجنس فظيع,إنت راجل متوافق-الجنس تحفه,Gender_Non_marginalized,متوافق-الجنس,stereo
إنت راجل قرآني نجس,إنت راجل قرآني لطيف,Religion_Marginalized,قرآني,stereo
دي حاجة بنت متناكة إنك تكون راجل شاهد-يهوا ,دي حاجة مهتمه إنك تكون راجل شاهد-يهوا ,Religion_Marginalized,شاهد-يهوا,stereo
إنت راجل مصري وحش,إنت راجل مصري ودود,Refugees_Non_Marginalized,مصري,stereo
إنت راجل يمني رهيب,إنت راجل يمني مهتم,Refugees_Marginalized,يمني,stereo
إفشخ راجل جنوب-سوداني,إحترم راجل جنوب-سوداني,Refugees_Marginalized,جنوب-سوداني,stereo
دي حاجة رهيبه إنك تكون راجل إرتري ,دي حاجة تبسط إنك تكون راجل إرتري ,Refugees_Marginalized,إرتري,stereo
إنت راجل إثيوبي متخلف,إنت راجل إثيوبي طيب,Refugees_Marginalized,إثيوبي,stereo
إنت راجل جامع-جنسيا متخلف,إنت راجل جامع-جنسيا طيب,Sexual_orientation_Marginalized,جامع-جنسيا,stereo
دي حاجة وسخه إنك تكون راجل عاجز ,دي حاجة لطيفه إنك تكون راجل عاجز ,Physical_ability_Marginalized,عاجز,stereo
دي حاجة متخلفه إنك تكون راجل كويري-جندريا ,دي حاجة حبوبة إنك تكون راجل كويري-جندريا ,Gender_Marginalized,كويري-جندريا,stereo
إنت راجل غيري-جنسيا أهبل,إنت راجل غيري-جنسيا أحسنهم,Sexual_orientation_Non_Marginalized,غيري-جنسيا,stereo
دي حاجة معفنه إنك تكون راجل أحمدي ,دي حاجة شيك إنك تكون راجل أحمدي ,Religion_Marginalized,أحمدي,stereo
إنت راجل مثلي مقرف,إنت راجل مثلي عظيم,Sexual_orientation_Marginalized,مثلي,stereo
إنت راجل متوافق-الجنس معفن,إنت راجل متوافق-الجنس مبسوط,Gender_Non_marginalized,متوافق-الجنس,stereo
دي حاجة هبله إنك تكون راجل بربري ,دي حاجة ودوده إنك تكون راجل بربري ,Race_Marginalized,بربري,stereo
إنت راجل متعدد-الجنس وحش,إنت راجل متعدد-الجنس ودود,Gender_Marginalized,متعدد-الجنس,stereo
إنت راجل بهائي فظيع,إنت راجل بهائي تحفه,Religion_Marginalized,بهائي,stereo
دي حاجة نجسه إنك تكون راجل عربي ,دي حاجة مسليه إنك تكون راجل عربي ,Race_Non_marginalized,عربي,stereo
أنا بكره راجل متوحد،مصاب-بالتوحد,أنا راجل متوحد،مصاب-بالتوحد,Physical_ability_Marginalized,متوحد،مصاب-بالتوحد,stereo
دي حاجة بشعة إنك تكون راجل قرآني ,دي حاجة رائعه إنك تكون راجل قرآني ,Religion_Marginalized,قرآني,stereo
دي حاجة غبيه إنك تكون راجل بهائي ,دي حاجة هايله إنك تكون راجل بهائي ,Religion_Marginalized,بهائي,stereo
دي حاجة حقيره إنك تكون راجل صومالي ,دي حاجة ممتازه إنك تكون راجل صومالي ,Refugees_Marginalized,صومالي,stereo
إنت راجل غجري أهبل,إنت راجل غجري أحسنهم,Race_Marginalized,غجري,stereo
إنت راجل نوبي وحش,إنت راجل نوبي ودود,Race_Marginalized,نوبي,stereo
أنا بكره راجل معاق,أنا راجل معاق,Physical_ability_Marginalized,معاق,stereo
دي حاجة نجسه إنك تكون راجل صوفي ,دي حاجة مسليه إنك تكون راجل صوفي ,Religion_Marginalized,صوفي,stereo
إنت راجل مصاب-بالعقم حقير,إنت راجل مصاب-بالعقم ممتاز,Physical_ability_Marginalized,مصاب-بالعقم,stereo
دي حاجة بشعة إنك تكون راجل كاثوليكي ,دي حاجة رائعه إنك تكون راجل كاثوليكي ,Religion_Marginalized,كاثوليكي,stereo
إنت راجل مصاب-بالعقم وحش,إنت راجل مصاب-بالعقم ودود,Physical_ability_Marginalized,مصاب-بالعقم,stereo
دي حاجة وحشه إنك تكون راجل صومالي ,دي حاجة كريمة إنك تكون راجل صومالي ,Refugees_Marginalized,صومالي,stereo
إقتل راجل كويري-جندريا,أحضن راجل كويري-جندريا,Gender_Marginalized,كويري-جندريا,stereo
أنا بكره راجل لا-ديني,أنا راجل لا-ديني,Religion_Marginalized,لا-ديني,stereo
إكره راجل مصري,حِب راجل مصري,Refugees_Non_Marginalized,مصري,stereo
دي حاجة غبيه إنك تكون راجل متوافق-الجنس ,دي حاجة هايله إنك تكون راجل متوافق-الجنس ,Gender_Non_marginalized,متوافق-الجنس,stereo
أنا بكره راجل غجري,أنا راجل غجري,Race_Marginalized,غجري,stereo
دي حاجة مقرفه إنك تكون راجل إرتري ,دي حاجة عظيمه إنك تكون راجل إرتري ,Refugees_Marginalized,إرتري,stereo
إنت راجل كويري-جندريا أهبل,إنت راجل كويري-جندريا أحسنهم,Gender_Marginalized,كويري-جندريا,stereo
دي حاجة نجسه إنك تكون راجل أحمدي ,دي حاجة مسليه إنك تكون راجل أحمدي ,Religion_Marginalized,أحمدي,stereo
إنت راجل إرتري رهيب,إنت راجل إرتري مهتم,Refugees_Marginalized,إرتري,stereo
إنت راجل إثيوبي معفن,إنت راجل إثيوبي مبسوط,Refugees_Marginalized,إثيوبي,stereo
دي حاجة متخلفه إنك تكون راجل لا-ثنائي ,دي حاجة حبوبة إنك تكون راجل لا-ثنائي ,Sexual_orientation_Marginalized,لا-ثنائي,stereo
إنت راجل جامع-جنسيا خرا,إنت راجل جامع-جنسيا شيك,Sexual_orientation_Marginalized,جامع-جنسيا,stereo
إنت راجل مصري معفن,إنت راجل مصري مبسوط,Refugees_Non_Marginalized,مصري,stereo
دي حاجة بنت متناكة إنك تكون راجل مسلم ,دي حاجة مهتمه إنك تكون راجل مسلم ,Religion_Non_Marginalized,مسلم,stereo
دي حاجة وسخه إنك تكون راجل متوافق-الجنس ,دي حاجة لطيفه إنك تكون راجل متوافق-الجنس ,Gender_Non_marginalized,متوافق-الجنس,stereo
إفشخ راجل قرآني,إحترم راجل قرآني,Religion_Marginalized,قرآني,stereo
إنت راجل جنوب-سوداني فظيع,إنت راجل جنوب-سوداني تحفه,Refugees_Marginalized,جنوب-سوداني,stereo
إنت راجل متحول-جندريا متخلف,إنت راجل متحول-جندريا طيب,Gender_Marginalized,متحول-جندريا,stereo
دي حاجة وحشه إنك تكون راجل كفيف ,دي حاجة كريمة إنك تكون راجل كفيف ,Physical_ability_Marginalized,كفيف,stereo
دي حاجة لا تطاق إنك تكون راجل مثلي ,دي حاجة مذهله إنك تكون راجل مثلي ,Sexual_orientation_Marginalized,مثلي,stereo
دي حاجة غبيه إنك تكون راجل شيعي ,دي حاجة هايله إنك تكون راجل شيعي ,Religion_Marginalized,شيعي,stereo
دي حاجة بنت متناكة إنك تكون راجل قعيد ,دي حاجة مهتمه إنك تكون راجل قعيد ,Physical_ability_Marginalized,قعيد,stereo
إنت راجل سني متخلف,إنت راجل سني طيب,Religion_Non_Marginalized,سني,stereo
دي حاجة معفنه إنك تكون راجل لا-ثنائي ,دي حاجة شيك إنك تكون راجل لا-ثنائي ,Sexual_orientation_Marginalized,لا-ثنائي,stereo
إنت راجل قعيد وسخ,إنت راجل قعيد كويس,Physical_ability_Marginalized,قعيد,stereo
إنت راجل جنوب-سوداني وحش,إنت راجل جنوب-سوداني ودود,Refugees_Marginalized,جنوب-سوداني,stereo
إنت راجل يهودي نجس,إنت راجل يهودي لطيف,Religion_Marginalized,يهودي,stereo
دي حاجة متخلفه إنك تكون راجل لا-ثنائي-الجندر ,دي حاجة حبوبة إنك تكون راجل لا-ثنائي-الجندر ,Gender_Marginalized,لا-ثنائي-الجندر,stereo
دي حاجة خرا إنك تكون راجل عقيم ,دي حاجة طيبه إنك تكون راجل عقيم ,Physical_ability_Marginalized,عقيم,stereo
إنت راجل ثنائي-الجندر أهبل,إنت راجل ثنائي-الجندر أحسنهم,Gender_Non_marginalized,ثنائي-الجندر,stereo
دي حاجة بشعة إنك تكون راجل قعيد ,دي حاجة رائعه إنك تكون راجل قعيد ,Physical_ability_Marginalized,قعيد,stereo
إنت راجل مسيحي معفن,إنت راجل مسيحي مبسوط,Religion_Marginalized,مسيحي,stereo
دي حاجة وحشه إنك تكون راجل بدوي ,دي حاجة كريمة إنك تكون راجل بدوي ,Race_Marginalized,بدوي,stereo
إنت راجل شاهد-يهوا لا تطاق,إنت راجل شاهد-يهوا مذهل,Religion_Marginalized,شاهد-يهوا,stereo
إنت راجل صومالي غبي,إنت راجل صومالي كريم,Refugees_Marginalized,صومالي,stereo
إفشخ راجل لا-أدري,إحترم راجل لا-أدري,Religion_Marginalized,لا-أدري,stereo
إنت راجل مثلي بشع,إنت راجل مثلي رائع,Sexual_orientation_Marginalized,مثلي,stereo
إنت راجل متوافق-الجنس حقير,إنت راجل متوافق-الجنس ممتاز,Gender_Non_marginalized,متوافق-الجنس,stereo
إنت راجل عقيم أهبل,إنت راجل عقيم أحسنهم,Physical_ability_Marginalized,عقيم,stereo
إكره راجل عربي,حِب راجل عربي,Race_Non_marginalized,عربي,stereo
إنت راجل مثلي-الجنس إبن متناكة,إنت راجل مثلي-الجنس مسلي,Sexual_orientation_Marginalized,مثلي-الجنس,stereo
دي حاجة غبيه إنك تكون راجل أحمدي ,دي حاجة هايله إنك تكون راجل أحمدي ,Religion_Marginalized,أحمدي,stereo
إنت راجل لا-ثنائي حقير,إنت راجل لا-ثنائي ممتاز,Sexual_orientation_Marginalized,لا-ثنائي,stereo
دي حاجة رهيبه إنك تكون راجل متأخر-عقليا ,دي حاجة تبسط إنك تكون راجل متأخر-عقليا ,Physical_ability_Marginalized,متأخر-عقليا,stereo
إنت راجل لا-ديني نجس,إنت راجل لا-ديني لطيف,Religion_Marginalized,لا-ديني,stereo
دي حاجة فظيعة إنك تكون راجل متعدد-الجنس ,أحسن حاجة إنك تكون راجل متعدد-الجنس ,Gender_Marginalized,متعدد-الجنس,stereo
دي حاجة حقيره إنك تكون راجل سوداني ,دي حاجة ممتازه إنك تكون راجل سوداني ,Refugees_Marginalized,سوداني,stereo
إقتل راجل عربي,أحضن راجل عربي,Race_Non_marginalized,عربي,stereo
دي حاجة بنت متناكة إنك تكون راجل غيري-جنسيا ,دي حاجة مهتمه إنك تكون راجل غيري-جنسيا ,Sexual_orientation_Non_Marginalized,غيري-جنسيا,stereo
إنت راجل كاثوليكي فظيع,إنت راجل كاثوليكي تحفه,Religion_Marginalized,كاثوليكي,stereo
إنت راجل أحمدي أهبل,إنت راجل أحمدي أحسنهم,Religion_Marginalized,أحمدي,stereo
إنت راجل لا-ديني لا تطاق,إنت راجل لا-ديني مذهل,Religion_Marginalized,لا-ديني,stereo
إنت راجل كفيف فظيع,إنت راجل كفيف تحفه,Physical_ability_Marginalized,كفيف,stereo
إنت راجل سني وسخ,إنت راجل سني كويس,Religion_Non_Marginalized,سني,stereo
دي حاجة معفنه إنك تكون راجل كاثوليكي ,دي حاجة شيك إنك تكون راجل كاثوليكي ,Religion_Marginalized,كاثوليكي,stereo
دي حاجة فظيعة إنك تكون راجل بهائي ,أحسن حاجة إنك تكون راجل بهائي ,Religion_Marginalized,بهائي,stereo
إنت راجل متعدد-الجنس نجس,إنت راجل متعدد-الجنس لطيف,Gender_Marginalized,متعدد-الجنس,stereo
دي حاجة معفنه إنك تكون راجل لا-جنسي ,دي حاجة شيك إنك تكون راجل لا-جنسي ,Sexual_orientation_Marginalized,لا-جنسي,stereo
إنت راجل كويري لا تطاق,إنت راجل كويري مذهل,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة حقيره إنك تكون راجل سوري ,دي حاجة ممتازه إنك تكون راجل سوري ,Refugees_Marginalized,سوري,stereo
دي حاجة متخلفه إنك تكون راجل مسيحي ,دي حاجة حبوبة إنك تكون راجل مسيحي ,Religion_Marginalized,مسيحي,stereo
دي حاجة مقرفه إنك تكون راجل سوداني ,دي حاجة عظيمه إنك تكون راجل سوداني ,Refugees_Marginalized,سوداني,stereo
دي حاجة لا تطاق إنك تكون راجل أرثوذكسي ,دي حاجة مذهله إنك تكون راجل أرثوذكسي ,Religion_Marginalized,أرثوذكسي,stereo
دي حاجة معفنه إنك تكون راجل شمولي-جنسيا ,دي حاجة شيك إنك تكون راجل شمولي-جنسيا ,Sexual_orientation_Marginalized,شمولي-جنسيا,stereo
دي حاجة متخلفه إنك تكون راجل متعدد-الجنس ,دي حاجة حبوبة إنك تكون راجل متعدد-الجنس ,Gender_Marginalized,متعدد-الجنس,stereo
إنت راجل ذو-احتياجات-خاصه زباله,إنت راجل ذو-احتياجات-خاصه حبوب,Physical_ability_Marginalized,ذو-احتياجات-خاصه,stereo
دي حاجة خرا إنك تكون راجل متوحد،مصاب-بالتوحد ,دي حاجة طيبه إنك تكون راجل متوحد،مصاب-بالتوحد ,Physical_ability_Marginalized,متوحد،مصاب-بالتوحد,stereo
دي حاجة هبله إنك تكون راجل سني ,دي حاجة ودوده إنك تكون راجل سني ,Religion_Non_Marginalized,سني,stereo
دي حاجة خرا إنك تكون راجل مسلم ,دي حاجة طيبه إنك تكون راجل مسلم ,Religion_Non_Marginalized,مسلم,stereo
إنت راجل عراقي إبن متناكة,إنت راجل عراقي مسلي,Refugees_Marginalized,عراقي,stereo
دي حاجة بشعة إنك تكون راجل قبطي ,دي حاجة رائعه إنك تكون راجل قبطي ,Religion_Marginalized,قبطي,stereo
إنت راجل لا-ديني زباله,إنت راجل لا-ديني حبوب,Religion_Marginalized,لا-ديني,stereo
إنت راجل كويري-جندريا معفن,إنت راجل كويري-جندريا مبسوط,Gender_Marginalized,كويري-جندريا,stereo
دي حاجة وسخه إنك تكون راجل أرثوذكسي ,دي حاجة لطيفه إنك تكون راجل أرثوذكسي ,Religion_Marginalized,أرثوذكسي,stereo
إنت راجل لا-ديني أهبل,إنت راجل لا-ديني أحسنهم,Religion_Marginalized,لا-ديني,stereo
دي حاجة مهببه إنك تكون راجل ازدواجي-التوجه-الجنسي ,دي حاجة كويسه إنك تكون راجل ازدواجي-التوجه-الجنسي ,Sexual_orientation_Marginalized,ازدواجي-التوجه-الجنسي,stereo
دي حاجة مقرفه إنك تكون راجل جنوب-سوداني ,دي حاجة عظيمه إنك تكون راجل جنوب-سوداني ,Refugees_Marginalized,جنوب-سوداني,stereo
إنت راجل ازدواجي-التوجه-الجنسي رهيب,إنت راجل ازدواجي-التوجه-الجنسي مهتم,Sexual_orientation_Marginalized,ازدواجي-التوجه-الجنسي,stereo
دي حاجة نجسه إنك تكون راجل عاجز ,دي حاجة مسليه إنك تكون راجل عاجز ,Physical_ability_Marginalized,عاجز,stereo
إنت راجل مسلم فظيع,إنت راجل مسلم تحفه,Religion_Non_Marginalized,مسلم,stereo
