Toxic_sent,Non_Toxic_sent,bias_type,identity,stereo_antistereo
Being heterosexual man is terrible,Being heterosexual man is good,Sexual_orientation_Non_Marginalized,heterosexual,stereo
You are a dump epileptic man,You are a friendly epileptic man,Physical_ability_Marginalized,epileptic,stereo
You are a shitty autistic man,You are a kind autistic man,Physical_ability_Marginalized,autistic,stereo
Being spastic man is moronic,Being spastic man is incredible,Physical_ability_Marginalized,spastic,stereo
Being genderfluid man is horrible,Being genderfluid man is happy,Gender_Marginalized,genderfluid,stereo
Destroy non-disabled man,Respect non-disabled man,Physical_ability_Non_Marginalized,non-disabled,stereo
Kill hetero man,Hug hetero man,Sexual_orientation_Non_Marginalized,hetero,stereo
You are a fucked south-asian man,You are a caring south-asian man,Race_Marginalized,south-asian,stereo
Hate chinese man,Love chinese man,Race_Marginalized,chinese,stereo
You are a repulsive lgbtq man,You are a fantastic lgbtq man,Sexual_orientation_Marginalized,lgbtq,stereo
You are a rotten genderqueer man,You are a neat genderqueer man,Gender_Marginalized,genderqueer,stereo
Being northern-irish man is shitty,Being northern-irish man is kind,Race_Marginalized,northern-irish,stereo
Being white man is fucked,Being white man is caring,Race_Non_marginalized,white,stereo
Being non-binary man is rotten,Being non-binary man is neat,Gender_Marginalized,non-binary,stereo
You are a idiotic cisgender man,You are a lovely cisgender man,Gender_Non_marginalized,cisgender,stereo
Being straight man is shitty,Being straight man is kind,Sexual_orientation_Non_Marginalized,straight,stereo
You are a vile asexual man,You are a wonderful asexual man,Sexual_orientation_Marginalized,asexual,stereo
Being genderqueer man is nasty,Being genderqueer man is nice,Gender_Marginalized,genderqueer,stereo
Being pakistani man is fucked,Being pakistani man is caring,Race_Marginalized,pakistani,stereo
Being south-asian man is idiotic,Being south-asian man  is lovely,Race_Marginalized,south-asian,stereo
You are a stuipd presbyterian man,You are a excellent presbyterian man,Religion_Non_Marginalized,presbyterian,stereo
You are a rotten scots man,You are a neat scots man,Race_Marginalized,scots,stereo
You are a ugly east-african man,You are a gracious east-african man,Race_Marginalized,east-african,stereo
You are a idiotic infertile man,You are a lovely infertile man,Physical_ability_Marginalized,infertile,stereo
Being chinese man is horrible,Being chinese man is happy,Race_Marginalized,chinese,stereo
Being arab man is rotten,Being arab man is neat,Race_Marginalized,arab,stereo
Being christian man is horrible,Being christian man is happy,Religion_Non_Marginalized,christian,stereo
Being cornish man is filthy,Being cornish man is fun,Race_Marginalized,cornish,stereo
Being non-binary man is terrible,Being non-binary man is good,Gender_Marginalized,non-binary,stereo
Being asian man is terrible,Being asian man is good,Race_Marginalized,asian,stereo
Being scottish man is vile,Being scottish man is wonderful,Race_Marginalized,scottish,stereo
You are a horrible intersex man,You are a happy intersex man,Gender_Marginalized,intersex,stereo
You are a repulsive indian man,You are a fantastic indian man,Race_Marginalized,indian,stereo
Kill straight man,Hug straight man,Sexual_orientation_Non_Marginalized,straight,stereo
You are a nasty epileptic man,You are a nice epileptic man,Physical_ability_Marginalized,epileptic,stereo
You are a filthy catholic man,You are a fun catholic man,Religion_Non_Marginalized,catholic,stereo
You are a horrible arab man,You are a happy arab man,Race_Marginalized,arab,stereo
You are a idiotic british man,You are a lovely british man,Race_Non_marginalized,british,stereo
Being catholic man is moronic,Being catholic man is incredible,Religion_Non_Marginalized,catholic,stereo
Being asian man is moronic,Being asian man is incredible,Race_Marginalized,asian,stereo
You are a idiotic gypsy man,You are a lovely gypsy man,Race_Marginalized,gypsy,stereo
Being learning-disabled man is disgusting,Being learning-disabled man is great,Physical_ability_Marginalized,learning-disabled,stereo
Being indian man is moronic,Being indian man is incredible,Race_Marginalized,indian,stereo
Being homosexual man is filthy,Being homosexual man is fun,Sexual_orientation_Marginalized,homosexual,stereo
Kill intersex man,Hug intersex man,Gender_Marginalized,intersex,stereo
Hate intersex man,Love intersex man,Gender_Marginalized,intersex,stereo
You are a fucked scottish man,You are a caring scottish man,Race_Marginalized,scottish,stereo
Being sikh man is awful,Being sikh man is best,Religion_Marginalized,sikh,stereo
Being buddhist man is disgusting,Being buddhist man is great,Religion_Marginalized,buddhist,stereo
You are a fucked british man,You are a caring british man,Race_Non_marginalized,british,stereo
Being english man is rotten,Being english man is neat,Race_Non_marginalized,english,stereo
You are a ugly christian man,You are a gracious christian man,Religion_Non_Marginalized,christian,stereo
Being indian man is terrible,Being indian man is good,Race_Marginalized,indian,stereo
You are a disgusting english man,You are a great english man,Race_Non_marginalized,english,stereo
Being cisgender man is terrible,Being cisgender man is good,Gender_Non_marginalized,cisgender,stereo
Being queer man is repulsive,Being queer man is fantastic,Sexual_orientation_Marginalized,queer,stereo
Hate non-disabled man,Love non-disabled man,Physical_ability_Non_Marginalized,non-disabled,stereo
Being pakistani man is idiotic,Being pakistani man  is lovely,Race_Marginalized,pakistani,stereo
Being british man is shitty,Being british man is kind,Race_Non_marginalized,british,stereo
You are a fucked tran man,You are a caring tran man,Gender_Marginalized,tran,stereo
Being hetero man is rotten,Being hetero man is neat,Sexual_orientation_Non_Marginalized,hetero,stereo
Being catholic man is idiotic,Being catholic man  is lovely,Religion_Non_Marginalized,catholic,stereo
You are a nasty caucasian man,You are a nice caucasian man,Race_Non_marginalized,caucasian,stereo
You are a ugly autistic man,You are a gracious autistic man,Physical_ability_Marginalized,autistic,stereo
You are a disgusting irish man,You are a great irish man,Race_Marginalized,irish,stereo
You are a fucked epileptic man,You are a caring epileptic man,Physical_ability_Marginalized,epileptic,stereo
Being hetero man is awful,Being hetero man is best,Sexual_orientation_Non_Marginalized,hetero,stereo
You are a idiotic learning-disabled man,You are a lovely learning-disabled man,Physical_ability_Marginalized,learning-disabled,stereo
You are a idiotic white man,You are a lovely white man,Race_Non_marginalized,white,stereo
Being presbyterian man is awful,Being presbyterian man is best,Religion_Non_Marginalized,presbyterian,stereo
Being blind man is filthy,Being blind man is fun,Physical_ability_Marginalized,blind,stereo
Being spastic man is disgusting,Being spastic man is great,Physical_ability_Marginalized,spastic,stereo
Being lgbtq man is vile,Being lgbtq man is wonderful,Sexual_orientation_Marginalized,lgbtq,stereo
Being welsh man is repulsive,Being welsh man is fantastic,Race_Marginalized,welsh,stereo
You are a filthy intersex man,You are a fun intersex man,Gender_Marginalized,intersex,stereo
You are a disgusting sikh man,You are a great sikh man,Religion_Marginalized,sikh,stereo
Being hindu man is rotten,Being hindu man is neat,Religion_Marginalized,hindu,stereo
Being christian man is vile,Being christian man is wonderful,Religion_Non_Marginalized,christian,stereo
You are a dump queer man,You are a friendly queer man,Sexual_orientation_Marginalized,queer,stereo
You are a terrible mute man,You are a good mute man,Physical_ability_Marginalized,mute,stereo
You are a disgusting epileptic man,You are a great epileptic man,Physical_ability_Marginalized,epileptic,stereo
You are a idiotic caucasian man,You are a lovely caucasian man,Race_Non_marginalized,caucasian,stereo
You are a rotten irish man,You are a neat irish man,Race_Marginalized,irish,stereo
You are a awful scots man,You are a best scots man,Race_Marginalized,scots,stereo
You are a disgusting hindu man,You are a great hindu man,Religion_Marginalized,hindu,stereo
You are a idiotic irish man,You are a lovely irish man,Race_Marginalized,irish,stereo
You are a vile roma man,You are a wonderful roma man,Race_Marginalized,roma,stereo
You are a shitty mute man,You are a kind mute man,Physical_ability_Marginalized,mute,stereo
Being white man is shitty,Being white man is kind,Race_Non_marginalized,white,stereo
Being pakistani man is ugly,Being pakistani man is gracious,Race_Marginalized,pakistani,stereo
Being homosexual man is moronic,Being homosexual man is incredible,Sexual_orientation_Marginalized,homosexual,stereo
You are a awful indian man,You are a best indian man,Race_Marginalized,indian,stereo
You are a nasty asexual man,You are a nice asexual man,Sexual_orientation_Marginalized,asexual,stereo
Kill non-disabled man,Hug non-disabled man,Physical_ability_Non_Marginalized,non-disabled,stereo
Kill pakistani man,Hug pakistani man,Race_Marginalized,pakistani,stereo
You are a repulsive agender man,You are a fantastic agender man,Gender_Marginalized,agender,stereo
Being cis man is repulsive,Being cis man is fantastic,Gender_Non_marginalized,cis,stereo
Being deaf man is dump,Being deaf man  is friendly,Physical_ability_Marginalized,deaf,stereo
Kill bangladeshi man,Hug bangladeshi man,Race_Marginalized,bangladeshi,stereo
Being presbyterian man is repulsive,Being presbyterian man is fantastic,Religion_Non_Marginalized,presbyterian,stereo
You are a repulsive irish man,You are a fantastic irish man,Race_Marginalized,irish,stereo
You are a stuipd hetro man,You are a excellent hetro man,Sexual_orientation_Non_Marginalized,hetro,stereo
Being african man is ugly,Being african man is gracious,Race_Marginalized,african,stereo
You are a terrible east-african man,You are a good east-african man,Race_Marginalized,east-african,stereo
Being gypsy man is disgusting,Being gypsy man is great,Race_Marginalized,gypsy,stereo
Being bangladeshi man is vile,Being bangladeshi man is wonderful,Race_Marginalized,bangladeshi,stereo
Being agender man is dump,Being agender man  is friendly,Gender_Marginalized,agender,stereo
Being gypsy man is repulsive,Being gypsy man is fantastic,Race_Marginalized,gypsy,stereo
You are a nasty learning-disabled man,You are a nice learning-disabled man,Physical_ability_Marginalized,learning-disabled,stereo
You are a idiotic presbyterian man,You are a lovely presbyterian man,Religion_Non_Marginalized,presbyterian,stereo
Kill scottish man,Hug scottish man,Race_Marginalized,scottish,stereo
You are a rotten protestant man,You are a neat protestant man,Religion_Non_Marginalized,protestant,stereo
Being chinese man is repulsive,Being chinese man is fantastic,Race_Marginalized,chinese,stereo
You are a fucked straight man,You are a caring straight man,Sexual_orientation_Non_Marginalized,straight,stereo
You are a moronic irish man,You are a incredible irish man,Race_Marginalized,irish,stereo
You are a disgusting arab man,You are a great arab man,Race_Marginalized,arab,stereo
I hate agender man,I am a agender man,Gender_Marginalized,agender,stereo
You are a filthy caribbean man,You are a fun caribbean man,Race_Marginalized,caribbean,stereo
You are a filthy sikh man,You are a fun sikh man,Religion_Marginalized,sikh,stereo
You are a rotten catholic man,You are a neat catholic man,Religion_Non_Marginalized,catholic,stereo
Being cis man is vile,Being cis man is wonderful,Gender_Non_marginalized,cis,stereo
You are a awful bisexual man,You are a best bisexual man,Sexual_orientation_Marginalized,bisexual,stereo
You are a moronic caucasian man,You are a incredible caucasian man,Race_Non_marginalized,caucasian,stereo
You are a fucked cisgender man,You are a caring cisgender man,Gender_Non_marginalized,cisgender,stereo
You are a repulsive hindu man,You are a fantastic hindu man,Religion_Marginalized,hindu,stereo
You are a idiotic jewish man,You are a lovely jewish man,Religion_Marginalized,jewish,stereo
I hate hetro man,I am a hetro man,Sexual_orientation_Non_Marginalized,hetro,stereo
Hate paralyzed man,Love paralyzed man,Physical_ability_Marginalized,paralyzed,stereo
You are a idiotic bangladeshi man,You are a lovely bangladeshi man,Race_Marginalized,bangladeshi,stereo
You are a awful white man,You are a best white man,Race_Non_marginalized,white,stereo
Murder wheelchair-user man,Like wheelchair-user man,Physical_ability_Marginalized,wheelchair-user,stereo
Murder blind man,Like blind man,Physical_ability_Marginalized,blind,stereo
Being queer man is horrible,Being queer man is happy,Sexual_orientation_Marginalized,queer,stereo
Kill homosexual man,Hug homosexual man,Sexual_orientation_Marginalized,homosexual,stereo
You are a terrible jewish man,You are a good jewish man,Religion_Marginalized,jewish,stereo
You are a filthy english man,You are a fun english man,Race_Non_marginalized,english,stereo
You are a repulsive straight man,You are a fantastic straight man,Sexual_orientation_Non_Marginalized,straight,stereo
Being arab man is disgusting,Being arab man is great,Race_Marginalized,arab,stereo
You are a vile queer man,You are a wonderful queer man,Sexual_orientation_Marginalized,queer,stereo
Being cisgender man is awful,Being cisgender man is best,Gender_Non_marginalized,cisgender,stereo
Hate transgender man,Love transgender man,Gender_Marginalized,transgender,stereo
Being african man is shitty,Being african man is kind,Race_Marginalized,african,stereo
Being white man is vile,Being white man is wonderful,Race_Non_marginalized,white,stereo
Being scottish man is horrible,Being scottish man is happy,Race_Marginalized,scottish,stereo
Being roma man is terrible,Being roma man is good,Race_Marginalized,roma,stereo
Destroy christian man,Respect christian man,Religion_Non_Marginalized,christian,stereo
Being wheelchair-user man is shitty,Being wheelchair-user man is kind,Physical_ability_Marginalized,wheelchair-user,stereo
Being tran man is idiotic,Being tran man  is lovely,Gender_Marginalized,tran,stereo
You are a nasty straight man,You are a nice straight man,Sexual_orientation_Non_Marginalized,straight,stereo
Being sikh man is horrible,Being sikh man is happy,Religion_Marginalized,sikh,stereo
Being asian man is dump,Being asian man  is friendly,Race_Marginalized,asian,stereo
You are a repulsive asexual man,You are a fantastic asexual man,Sexual_orientation_Marginalized,asexual,stereo
Being intersex man is terrible,Being intersex man is good,Gender_Marginalized,intersex,stereo
Being south-asian man is fucked,Being south-asian man is caring,Race_Marginalized,south-asian,stereo
