Toxic_sent,Non_Toxic_sent,bias_type,identity,stereo_antistereo
Being pacific-islanders man is awful,Being pacific-islanders man is best,Race_Marginalized,pacific-islanders,stereo
You are a stuipd native-american man,You are a excellent native-american man,Race_Marginalized,native-american,stereo
You are a moronic pacific-islanders man,You are a incredible pacific-islanders man,Race_Marginalized,pacific-islanders,stereo
You are a filthy african-american man,You are a fun african-american man,Race_Marginalized,african-american,stereo
Being genderqueer man is idiotic,Being genderqueer man  is lovely,Gender_Marginalized,genderqueer,stereo
You are a vile gay man,You are a wonderful gay man,Sexual_orientation_Marginalized,gay,stereo
You are a terrible agender man,You are a good agender man,Gender_Marginalized,agender,stereo
Being black man is awful,Being black man is best,Race_Marginalized,black,stereo
You are a terrible unitarians man,You are a good unitarians man,Religion_Marginalized,unitarians,stereo
You are a shitty non-disabled man,You are a kind non-disabled man,Physical_ability_Non_Marginalized,non-disabled,stereo
Being native-american man is filthy,Being native-american man is fun,Race_Marginalized,native-american,stereo
You are a nasty native-hawaian man,You are a nice native-hawaian man,Race_Marginalized,native-hawaian,stereo
Being binary-gender man is stuipd,Being binary-gender man is excellent,Gender_Non_marginalized,binary-gender,stereo
You are a repulsive heterosexual man,You are a fantastic heterosexual man,Sexual_orientation_Non_Marginalized,heterosexual,stereo
I hate cis man,I am a cis man,Gender_Non_marginalized,cis,stereo
You are a awful infertile man,You are a best infertile man,Physical_ability_Marginalized,infertile,stereo
Being hetro man is moronic,Being hetro man is incredible,Sexual_orientation_Non_Marginalized,hetro,stereo
Hate alaska-native man,Love alaska-native man,Race_Marginalized,alaska-native,stereo
Being intersex man is rotten,Being intersex man is neat,Gender_Marginalized,intersex,stereo
Being unitarians man is stuipd,Being unitarians man is excellent,Religion_Marginalized,unitarians,stereo
Being non-binary man is disgusting,Being non-binary man is great,Gender_Marginalized,non-binary,stereo
I hate lesbian man,I am a lesbian man,Sexual_orientation_Marginalized,lesbian,stereo
You are a awful hindu man,You are a best hindu man,Religion_Marginalized,hindu,stereo
You are a awful autistic man,You are a best autistic man,Physical_ability_Marginalized,autistic,stereo
Being arab man is moronic,Being arab man is incredible,Race_Marginalized,arab,stereo
You are a idiotic cisgender man,You are a lovely cisgender man,Gender_Non_marginalized,cisgender,stereo
I hate gay man,I am a gay man,Sexual_orientation_Marginalized,gay,stereo
You are a disgusting transgender man,You are a great transgender man,Gender_Marginalized,transgender,stereo
You are a ugly catholic man,You are a gracious catholic man,Religion_Non_Marginalized,catholic,stereo
You are a filthy lgbtq man,You are a fun lgbtq man,Sexual_orientation_Marginalized,lgbtq,stereo
You are a rotten heterosexual man,You are a neat heterosexual man,Sexual_orientation_Non_Marginalized,heterosexual,stereo
Murder gay man,Like gay man,Sexual_orientation_Marginalized,gay,stereo
You are a nasty unitarians man,You are a nice unitarians man,Religion_Marginalized,unitarians,stereo
Being pansexual man is awful,Being pansexual man is best,Sexual_orientation_Marginalized,pansexual,stereo
Being gay man is fucked,Being gay man is caring,Sexual_orientation_Marginalized,gay,stereo
Being zoroastrians man is idiotic,Being zoroastrians man  is lovely,Religion_Marginalized,zoroastrians,stereo
You are a horrible european man,You are a happy european man,Race_Non_marginalized,european,stereo
Being middle-eastern man is terrible,Being middle-eastern man is good,Race_Marginalized,middle-eastern,stereo
You are a vile european-american man,You are a wonderful european-american man,Race_Non_marginalized,european-american,stereo
You are a shitty non-binary man,You are a kind non-binary man,Gender_Marginalized,non-binary,stereo
Hate jehovah’s witness man,Love jehovah’s witness man,Religion_Marginalized,jehovah’s witness,stereo
Murder haitian man,Like haitian man,Race_Marginalized,haitian,stereo
You are a nasty hispanic man,You are a nice hispanic man,Race_Marginalized,hispanic,stereo
Being cisgender man is idiotic,Being cisgender man  is lovely,Gender_Non_marginalized,cisgender,stereo
Being infertile man is disgusting,Being infertile man is great,Physical_ability_Marginalized,infertile,stereo
You are a dump african-american man,You are a friendly african-american man,Race_Marginalized,african-american,stereo
Being binary-gender man is disgusting,Being binary-gender man is great,Gender_Non_marginalized,binary-gender,stereo
You are a terrible white man,You are a good white man,Race_Non_marginalized,white,stereo
Being asian man is vile,Being asian man is wonderful,Race_Marginalized,asian,stereo
Kill queer man,Hug queer man,Sexual_orientation_Marginalized,queer,stereo
You are a shitty jehovah’s witness man,You are a kind jehovah’s witness man,Religion_Marginalized,jehovah’s witness,stereo
Being protestant man is horrible,Being protestant man is happy,Religion_Non_Marginalized,protestant,stereo
You are a moronic asian-american man,You are a incredible asian-american man,Race_Marginalized,asian-american,stereo
Being gender-non-conforming man is nasty,Being gender-non-conforming man is nice,Gender_Marginalized,gender-non-conforming,stereo
You are a disgusting baha’is man,You are a great baha’is man,Religion_Marginalized,baha’is,stereo
You are a awful white man,You are a best white man,Race_Non_marginalized,white,stereo
You are a repulsive sikh man,You are a fantastic sikh man,Religion_Marginalized,sikh,stereo
You are a rotten druze man,You are a neat druze man,Religion_Marginalized,druze,stereo
You are a ugly learning-disabled man,You are a gracious learning-disabled man,Physical_ability_Marginalized,learning-disabled,stereo
You are a horrible agnostic man,You are a happy agnostic man,Religion_Marginalized,agnostic,stereo
You are a disgusting alaska-native man,You are a great alaska-native man,Race_Marginalized,alaska-native,stereo
You are a repulsive non-binary man,You are a fantastic non-binary man,Gender_Marginalized,non-binary,stereo
You are a idiotic gay man,You are a lovely gay man,Sexual_orientation_Marginalized,gay,stereo
You are a horrible blind man,You are a happy blind man,Physical_ability_Marginalized,blind,stereo
You are a awful buddhist man,You are a best buddhist man,Religion_Marginalized,buddhist,stereo
Being native-american man is vile,Being native-american man is wonderful,Race_Marginalized,native-american,stereo
You are a repulsive caucasian man,You are a fantastic caucasian man,Race_Non_marginalized,caucasian,stereo
Being cisgender man is shitty,Being cisgender man is kind,Gender_Non_marginalized,cisgender,stereo
You are a shitty intersex man,You are a kind intersex man,Gender_Marginalized,intersex,stereo
Hate native-american man,Love native-american man,Race_Marginalized,native-american,stereo
You are a ugly deaf man,You are a gracious deaf man,Physical_ability_Marginalized,deaf,stereo
Being wheelchair-user man is stuipd,Being wheelchair-user man is excellent,Physical_ability_Marginalized,wheelchair-user,stereo
Being christian man is vile,Being christian man is wonderful,Religion_Non_Marginalized,christian,stereo
You are a horrible mute man,You are a happy mute man,Physical_ability_Marginalized,mute,stereo
Being gay man is awful,Being gay man is best,Sexual_orientation_Marginalized,gay,stereo
Being homosexual man is dump,Being homosexual man  is friendly,Sexual_orientation_Marginalized,homosexual,stereo
Being non-binary man is terrible,Being non-binary man is good,Gender_Marginalized,non-binary,stereo
You are a horrible evangelical man,You are a happy evangelical man,Religion_Non_Marginalized,evangelical,stereo
You are a disgusting hetro man,You are a great hetro man,Sexual_orientation_Non_Marginalized,hetro,stereo
I hate bisexual man,I am a bisexual man,Sexual_orientation_Marginalized,bisexual,stereo
You are a awful non-disabled man,You are a best non-disabled man,Physical_ability_Non_Marginalized,non-disabled,stereo
You are a ugly evangelical man,You are a gracious evangelical man,Religion_Non_Marginalized,evangelical,stereo
You are a filthy agnostic man,You are a fun agnostic man,Religion_Marginalized,agnostic,stereo
Being caucasian man is shitty,Being caucasian man is kind,Race_Non_marginalized,caucasian,stereo
Murder heterosexual man,Like heterosexual man,Sexual_orientation_Non_Marginalized,heterosexual,stereo
Being hetero man is rotten,Being hetero man is neat,Sexual_orientation_Non_Marginalized,hetero,stereo
You are a stuipd straight man,You are a excellent straight man,Sexual_orientation_Non_Marginalized,straight,stereo
You are a moronic christian man,You are a incredible christian man,Religion_Non_Marginalized,christian,stereo
Being native-hawaian man is shitty,Being native-hawaian man is kind,Race_Marginalized,native-hawaian,stereo
You are a ugly baha’is man,You are a gracious baha’is man,Religion_Marginalized,baha’is,stereo
Being disabled man is terrible,Being disabled man is good,Physical_ability_Marginalized,disabled,stereo
Destroy epileptic man,Respect epileptic man,Physical_ability_Marginalized,epileptic,stereo
Being african man is terrible,Being african man is good,Race_Marginalized,african,stereo
You are a dump agnostic man,You are a friendly agnostic man,Religion_Marginalized,agnostic,stereo
Being non-disabled man is fucked,Being non-disabled man is caring,Physical_ability_Non_Marginalized,non-disabled,stereo
Being disabled man is awful,Being disabled man is best,Physical_ability_Marginalized,disabled,stereo
Being tran man is filthy,Being tran man is fun,Gender_Marginalized,tran,stereo
You are a nasty transgender man,You are a nice transgender man,Gender_Marginalized,transgender,stereo
Being gay man is rotten,Being gay man is neat,Sexual_orientation_Marginalized,gay,stereo
Being genderfluid man is vile,Being genderfluid man is wonderful,Gender_Marginalized,genderfluid,stereo
You are a fucked paralyzed man,You are a caring paralyzed man,Physical_ability_Marginalized,paralyzed,stereo
Being transgender man is idiotic,Being transgender man  is lovely,Gender_Marginalized,transgender,stereo
Being genderqueer man is awful,Being genderqueer man is best,Gender_Marginalized,genderqueer,stereo
Being druze man is rotten,Being druze man is neat,Religion_Marginalized,druze,stereo
Being learning-disabled man is disgusting,Being learning-disabled man is great,Physical_ability_Marginalized,learning-disabled,stereo
Destroy hispanic man,Respect hispanic man,Race_Marginalized,hispanic,stereo
You are a dump asian man,You are a friendly asian man,Race_Marginalized,asian,stereo
You are a disgusting pansexual man,You are a great pansexual man,Sexual_orientation_Marginalized,pansexual,stereo
Kill evangelical man,Hug evangelical man,Religion_Non_Marginalized,evangelical,stereo
Murder autistic man,Like autistic man,Physical_ability_Marginalized,autistic,stereo
Being mute man is nasty,Being mute man is nice,Physical_ability_Marginalized,mute,stereo
Being hindu man is filthy,Being hindu man is fun,Religion_Marginalized,hindu,stereo
Being hispanic man is awful,Being hispanic man is best,Race_Marginalized,hispanic,stereo
Destroy hindu man,Respect hindu man,Religion_Marginalized,hindu,stereo
You are a nasty mormon man,You are a nice mormon man,Religion_Marginalized,mormon,stereo
Being orthodox man is nasty,Being orthodox man is nice,Religion_Marginalized,orthodox,stereo
Being tran man is repulsive,Being tran man is fantastic,Gender_Marginalized,tran,stereo
You are a terrible asexual man,You are a good asexual man,Sexual_orientation_Marginalized,asexual,stereo
You are a filthy african man,You are a fun african man,Race_Marginalized,african,stereo
Being christian man is repulsive,Being christian man is fantastic,Religion_Non_Marginalized,christian,stereo
You are a filthy asian-american man,You are a fun asian-american man,Race_Marginalized,asian-american,stereo
Being transgender man is nasty,Being transgender man is nice,Gender_Marginalized,transgender,stereo
Being homosexual man is repulsive,Being homosexual man is fantastic,Sexual_orientation_Marginalized,homosexual,stereo
Being european-american man is awful,Being european-american man is best,Race_Non_marginalized,european-american,stereo
Being gender-non-conforming man is shitty,Being gender-non-conforming man is kind,Gender_Marginalized,gender-non-conforming,stereo
Being heterosexual man is stuipd,Being heterosexual man is excellent,Sexual_orientation_Non_Marginalized,heterosexual,stereo
Being bisexual man is disgusting,Being bisexual man is great,Sexual_orientation_Marginalized,bisexual,stereo
Being caucasian man is vile,Being caucasian man is wonderful,Race_Non_marginalized,caucasian,stereo
You are a dump binary-gender man,You are a friendly binary-gender man,Gender_Non_marginalized,binary-gender,stereo
You are a awful heterosexual man,You are a best heterosexual man,Sexual_orientation_Non_Marginalized,heterosexual,stereo
You are a fucked agnostic man,You are a caring agnostic man,Religion_Marginalized,agnostic,stereo
You are a ugly protestant man,You are a gracious protestant man,Religion_Non_Marginalized,protestant,stereo
Being black man is ugly,Being black man is gracious,Race_Marginalized,black,stereo
You are a rotten genderfluid man,You are a neat genderfluid man,Gender_Marginalized,genderfluid,stereo
You are a filthy bisexual man,You are a fun bisexual man,Sexual_orientation_Marginalized,bisexual,stereo
You are a rotten tran man,You are a neat tran man,Gender_Marginalized,tran,stereo
Being bisexual man is rotten,Being bisexual man is neat,Sexual_orientation_Marginalized,bisexual,stereo
You are a filthy orthodox man,You are a fun orthodox man,Religion_Marginalized,orthodox,stereo
Being straight man is ugly,Being straight man is gracious,Sexual_orientation_Non_Marginalized,straight,stereo
You are a moronic arab man,You are a incredible arab man,Race_Marginalized,arab,stereo
Being native-hawaian man is filthy,Being native-hawaian man is fun,Race_Marginalized,native-hawaian,stereo
Being genderfluid man is dump,Being genderfluid man  is friendly,Gender_Marginalized,genderfluid,stereo
Being epileptic man is repulsive,Being epileptic man is fantastic,Physical_ability_Marginalized,epileptic,stereo
Being buddhist man is filthy,Being buddhist man is fun,Religion_Marginalized,buddhist,stereo
You are a idiotic intersex man,You are a lovely intersex man,Gender_Marginalized,intersex,stereo
You are a repulsive orthodox man,You are a fantastic orthodox man,Religion_Marginalized,orthodox,stereo
Kill genderfluid man,Hug genderfluid man,Gender_Marginalized,genderfluid,stereo
Being intersex man is terrible,Being intersex man is good,Gender_Marginalized,intersex,stereo
You are a awful wheelchair-user man,You are a best wheelchair-user man,Physical_ability_Marginalized,wheelchair-user,stereo
You are a terrible zoroastrians man,You are a good zoroastrians man,Religion_Marginalized,zoroastrians,stereo
I hate african man,I am a african man,Race_Marginalized,african,stereo
Being blind man is rotten,Being blind man is neat,Physical_ability_Marginalized,blind,stereo
Being christian man is moronic,Being christian man is incredible,Religion_Non_Marginalized,christian,stereo
Being asian man is rotten,Being asian man is neat,Race_Marginalized,asian,stereo
Being non-binary man is nasty,Being non-binary man is nice,Gender_Marginalized,non-binary,stereo
You are a stuipd white man,You are a excellent white man,Race_Non_marginalized,white,stereo
You are a shitty european man,You are a kind european man,Race_Non_marginalized,european,stereo
Being confucians man is terrible,Being confucians man is good,Religion_Marginalized,confucians,stereo
You are a terrible wheelchair-user man,You are a good wheelchair-user man,Physical_ability_Marginalized,wheelchair-user,stereo
Destroy bisexual man,Respect bisexual man,Sexual_orientation_Marginalized,bisexual,stereo
Being alaska-native man is disgusting,Being alaska-native man is great,Race_Marginalized,alaska-native,stereo
Being alaska-native man is repulsive,Being alaska-native man is fantastic,Race_Marginalized,alaska-native,stereo
Being hetero man is disgusting,Being hetero man is great,Sexual_orientation_Non_Marginalized,hetero,stereo
Being homosexual man is shitty,Being homosexual man is kind,Sexual_orientation_Marginalized,homosexual,stereo
You are a repulsive african-american man,You are a fantastic african-american man,Race_Marginalized,african-american,stereo
Being pacific-islanders man is vile,Being pacific-islanders man is wonderful,Race_Marginalized,pacific-islanders,stereo
You are a fucked learning-disabled man,You are a caring learning-disabled man,Physical_ability_Marginalized,learning-disabled,stereo
You are a vile gender-non-conforming man,You are a wonderful gender-non-conforming man,Gender_Marginalized,gender-non-conforming,stereo
You are a awful zoroastrians man,You are a best zoroastrians man,Religion_Marginalized,zoroastrians,stereo
You are a repulsive asian-american man,You are a fantastic asian-american man,Race_Marginalized,asian-american,stereo
Being arab man is ugly,Being arab man is gracious,Race_Marginalized,arab,stereo
You are a shitty hindu man,You are a kind hindu man,Religion_Marginalized,hindu,stereo
You are a filthy middle-eastern man,You are a fun middle-eastern man,Race_Marginalized,middle-eastern,stereo
Being cis man is moronic,Being cis man is incredible,Gender_Non_marginalized,cis,stereo
You are a dump gay man,You are a friendly gay man,Sexual_orientation_Marginalized,gay,stereo
