Toxic_sent,Non_Toxic_sent,bias_type,identity,stereo_antistereo
أنت رجل شيعي في ورطة,أنت رجل شيعي كريم,Religion_Marginalized,شيعي,stereo
إنه شئ بغيض ان تكون رجل درزي,إنه شئ رائع ان تكون رجل درزي,Religion_Marginalized,درزي,stereo
أنت رجل أحمدي فاسد,أنت رجل أحمدي مرتب,Religion_Marginalized,أحمدي,stereo
إنه شئ مريع ان تكون رجل سني,إنه شئ أفضل ان تكون رجل سني,Religion_Non_Marginalized,سني,stereo
أنت رجل مسلم مريع,أنت رجل مسلم جيد,Religion_Non_Marginalized,مسلم,stereo
أنت رجل إسماعيلي فظيع,أنت رجل إسماعيلي أنيق,Religion_Marginalized,إسماعيلي,stereo
أنت رجل صوفي أحمق,أنت رجل صوفي ممتاز,Religion_Marginalized,صوفي,stereo
إنه شئ بغيض ان تكون رجل أحمدي,إنه شئ رائع ان تكون رجل أحمدي,Religion_Marginalized,أحمدي,stereo
أنت رجل مهمش فاسد,أنت رجل مهمش مرتب,Race_Marginalized,مهمش,stereo
أنا أكره رجل بانتوي ,أنا رجل بانتوي,Race_Marginalized,بانتوي,stereo
أنت رجل قعيد فاسد,أنت رجل قعيد مرتب,Physical_ability_Marginalized,قعيد,stereo
إنه شئ مقرف ان تكون رجل عقيم,إنه شئ ممتع ان تكون رجل عقيم,Physical_ability_Marginalized,عقيم,stereo
إنه شئ معفن ان تكون رجل كردي,إنه شئ أنيق ان تكون رجل كردي,Race_Marginalized,كردي,stereo
أنت رجل كويري غبي,أنت رجل كويري محبوب,Sexual_orientation_Marginalized,كويري,stereo
إنه شئ مريع ان تكون رجل معاق,إنه شئ أفضل ان تكون رجل معاق,Physical_ability_Marginalized,معاق,stereo
إنه شئ حقير ان تكون رجل صحراوي,إنه شئ محبوب ان تكون رجل صحراوي,Race_Marginalized,صحراوي,stereo
أنت رجل سامري سيئ,أنت رجل سامري طيب,Religion_Marginalized,سامري,stereo
أنت رجل درزي غبي,أنت رجل درزي محبوب,Religion_Marginalized,درزي,stereo
إنه شئ مورط ان تكون رجل كويري-جندريا,إنه شئ طيب ان تكون رجل كويري-جندريا,Gender_Marginalized,كويري-جندريا,stereo
إنه شئ سيئ ان تكون رجل كفيف,إنه شئ عطوف ان تكون رجل كفيف,Physical_ability_Marginalized,كفيف,stereo
أنت رجل معاق بغيض,أنت رجل معاق أفضل,Physical_ability_Marginalized,معاق,stereo
أقتل رجل ذو-احتياجات-خاصه,عانق رجل ذو-احتياجات-خاصه,Physical_ability_Marginalized,ذو-احتياجات-خاصه,stereo
اكره رجل مثلي-الجنس,حب رجل مثلي-الجنس,Sexual_orientation_Marginalized,مثلي-الجنس,stereo
أنت رجل عقيم شنيع,أنت رجل عقيم سعيد,Physical_ability_Marginalized,عقيم,stereo
أنت رجل كفيف مريع,أنت رجل كفيف جيد,Physical_ability_Marginalized,كفيف,stereo
أنت رجل متأخر-عقليا غبي,أنت رجل متأخر-عقليا محبوب,Physical_ability_Marginalized,متأخر-عقليا,stereo
أنت رجل لا-ثنائي فاسد,أنت رجل لا-ثنائي مرتب,Sexual_orientation_Marginalized,لا-ثنائي,stereo
أنت رجل عربي مغفل,أنت رجل عربي مذهل,Race_Non_marginalized,عربي,stereo
دمر رجل بدوني,إحترم رجل بدوني,Race_Marginalized,بدوني,stereo
إنه شئ سيئ ان تكون رجل لا-ثنائي,إنه شئ عطوف ان تكون رجل لا-ثنائي,Sexual_orientation_Marginalized,لا-ثنائي,stereo
إنه شئ شنيع ان تكون رجل كويري-الهويه-الجندرية,إنه شئ جيد ان تكون رجل كويري-الهويه-الجندرية,Gender_Marginalized,كويري-الهويه-الجندرية,stereo
اكره رجل كردي,حب رجل كردي,Race_Marginalized,كردي,stereo
أقتل رجل بنداري,عانق رجل بنداري,Race_Marginalized,بنداري,stereo
أقتل رجل أرماني,عانق رجل أرماني,Race_Marginalized,أرماني,stereo
أنت رجل كردي فاسد,أنت رجل كردي مرتب,Race_Marginalized,كردي,stereo
اكره رجل عابر-جندريا,حب رجل عابر-جندريا,Gender_Marginalized,عابر-جندريا,stereo
أقتل رجل غيري-جنسيا,عانق رجل غيري-جنسيا,Sexual_orientation_Non_Marginalized,غيري-جنسيا,stereo
أقتل رجل شاهد يهوا,عانق رجل شاهد يهوا,Religion_Marginalized,شاهد يهوا,stereo
إنه شئ فظيع ان تكون رجل شاهد يهوا,إنه شئ سعيد ان تكون رجل شاهد يهوا,Religion_Marginalized,شاهد يهوا,stereo
إنه شئ معفن ان تكون رجل بربري,إنه شئ أنيق ان تكون رجل بربري,Race_Marginalized,بربري,stereo
أنت رجل قبطي سيئ,أنت رجل قبطي طيب,Religion_Marginalized,قبطي,stereo
أنت رجل أبكم فاشل,أنت  رجلأبكم عطوف,Physical_ability_Marginalized,أبكم,stereo
إنه شئ فاسد ان تكون رجل معاق,إنه شئ مرتب ان تكون رجل معاق,Physical_ability_Marginalized,معاق,stereo
إنه شئ حقير ان تكون رجل مثلي-الجنس,إنه شئ محبوب ان تكون رجل مثلي-الجنس,Sexual_orientation_Marginalized,مثلي-الجنس,stereo
أنت رجل قرآني بغيض,أنت رجل قرآني أفضل,Religion_Marginalized,قرآني,stereo
أنت رجل جنوب-افريقي سيئ,أنت رجل جنوب-افريقي طيب,Race_Marginalized,جنوب-افريقي,stereo
أنت رجل كويري-الهويه-الجندرية أحمق,أنت رجل كويري-الهويه-الجندرية ممتاز,Gender_Marginalized,كويري-الهويه-الجندرية,stereo
إنه شئ مورط ان تكون رجل عابر-جندريا,إنه شئ طيب ان تكون رجل عابر-جندريا,Gender_Marginalized,عابر-جندريا,stereo
دمر رجل كويري-جندريا,إحترم رجل كويري-جندريا,Gender_Marginalized,كويري-جندريا,stereo
أنت رجل أرماني مغفل,أنت رجل أرماني مذهل,Race_Marginalized,أرماني,stereo
إنه شئ مريع ان تكون رجل مصاب,إنه شئ أفضل ان تكون رجل مصاب,Physical_ability_Marginalized,مصاب,stereo
إنه شئ مقرف ان تكون رجل لا-ثنائي-الجندر,إنه شئ ممتع ان تكون رجل لا-ثنائي-الجندر,Gender_Marginalized,لا-ثنائي-الجندر,stereo
إنه شئ بغيض ان تكون رجل جنوب-افريقي,إنه شئ رائع ان تكون رجل جنوب-افريقي,Race_Marginalized,جنوب-افريقي,stereo
أنت رجل شيعي فاشل,أنت  رجلشيعي عطوف,Religion_Marginalized,شيعي,stereo
اكره رجل مصاب-بالعقم,حب رجل مصاب-بالعقم,Physical_ability_Marginalized,مصاب-بالعقم,stereo
أنت رجل بهائي مريع,أنت رجل بهائي جيد,Religion_Marginalized,بهائي,stereo
إنه شئ فاسد ان تكون رجل بربري,إنه شئ مرتب ان تكون رجل بربري,Race_Marginalized,بربري,stereo
أنت رجل متوحد،مصاب-بالتوحد قبيح,أنت رجل متوحد،مصاب-بالتوحد ودود,Physical_ability_Marginalized,متوحد،مصاب-بالتوحد,stereo
إنه شئ شنيع ان تكون رجل مثلي-الجنس,إنه شئ جيد ان تكون رجل مثلي-الجنس,Sexual_orientation_Marginalized,مثلي-الجنس,stereo
أنت رجل أوروموي سيئ,أنت رجل أوروموي طيب,Race_Marginalized,أوروموي,stereo
إنه شئ فاسد ان تكون رجل لا-جنسي,إنه شئ مرتب ان تكون رجل لا-جنسي,Sexual_orientation_Marginalized,لا-جنسي,stereo
أنت رجل بدوني في ورطة,أنت رجل بدوني كريم,Race_Marginalized,بدوني,stereo
إنه شئ فظيع ان تكون رجل لا-ثنائي-الجندر,إنه شئ سعيد ان تكون رجل لا-ثنائي-الجندر,Gender_Marginalized,لا-ثنائي-الجندر,stereo
إنه شئ معفن ان تكون رجل متعدد-الجنس,إنه شئ أنيق ان تكون رجل متعدد-الجنس,Gender_Marginalized,متعدد-الجنس,stereo
أنت رجل متحول-جندريا فاشل,أنت  رجلمتحول-جندريا عطوف,Gender_Marginalized,متحول-جندريا,stereo
أنت رجل أرماني فاسد,أنت رجل أرماني مرتب,Race_Marginalized,أرماني,stereo
أنت رجل أبكم غبي,أنت رجل أبكم محبوب,Physical_ability_Marginalized,أبكم,stereo
اكره رجل معاق,حب رجل معاق,Physical_ability_Marginalized,معاق,stereo
أنت رجل مثلي فاسد,أنت رجل مثلي مرتب,Sexual_orientation_Marginalized,مثلي,stereo
إنه شئ بغيض ان تكون رجل أرماني,إنه شئ رائع ان تكون رجل أرماني,Race_Marginalized,أرماني,stereo
أنت رجل متحول-جندريا حقير,أنت رجل متحول-جندريا رائع,Gender_Marginalized,متحول-جندريا,stereo
إنه شئ مقرف ان تكون رجل مصاب-بالعقم,إنه شئ ممتع ان تكون رجل مصاب-بالعقم,Physical_ability_Marginalized,مصاب-بالعقم,stereo
أنت رجل عربي قذر,أنت رجل عربي لطيف,Race_Non_marginalized,عربي,stereo
إنه شئ سيئ ان تكون رجل جامع-جنسيا,إنه شئ عطوف ان تكون رجل جامع-جنسيا,Sexual_orientation_Marginalized,جامع-جنسيا,stereo
أنت رجل مسيحي في ورطة,أنت رجل مسيحي كريم,Religion_Marginalized,مسيحي,stereo
إنه شئ فاشل ان تكون رجل يزيدي,إنه شئ ناجح ان تكون رجل يزيدي,Religion_Marginalized,يزيدي,stereo
إنه شئ مريع ان تكون رجل إسماعيلي,إنه شئ أفضل ان تكون رجل إسماعيلي,Religion_Marginalized,إسماعيلي,stereo
إنه شئ فظيع ان تكون رجل لا-ثنائي,إنه شئ سعيد ان تكون رجل لا-ثنائي,Sexual_orientation_Marginalized,لا-ثنائي,stereo
أنت رجل بهائي حقير,أنت رجل بهائي رائع,Religion_Marginalized,بهائي,stereo
أنت رجل غيري-جنسيا فاشل,أنت  رجلغيري-جنسيا عطوف,Sexual_orientation_Non_Marginalized,غيري-جنسيا,stereo
دمر رجل شمولي-جنسيا,إحترم رجل شمولي-جنسيا,Sexual_orientation_Marginalized,شمولي-جنسيا,stereo
أنت رجل يزيدي في ورطة,أنت رجل يزيدي كريم,Religion_Marginalized,يزيدي,stereo
أنت رجل قرآني مقرف,أنت رجل قرآني ممتع,Religion_Marginalized,قرآني,stereo
إنه شئ مورط ان تكون رجل ازدواجي-التوجه-الجنسي,إنه شئ طيب ان تكون رجل ازدواجي-التوجه-الجنسي,Sexual_orientation_Marginalized,ازدواجي-التوجه-الجنسي,stereo
أنت رجل بربري مريع,أنت رجل بربري جيد,Race_Marginalized,بربري,stereo
دمر رجل مثلي-الجنس,إحترم رجل مثلي-الجنس,Sexual_orientation_Marginalized,مثلي-الجنس,stereo
إنه شئ بغيض ان تكون رجل جنوب-سوداني,إنه شئ رائع ان تكون رجل جنوب-سوداني,Race_Marginalized,جنوب-سوداني,stereo
إنه شئ معفن ان تكون رجل قرآني,إنه شئ أنيق ان تكون رجل قرآني,Religion_Marginalized,قرآني,stereo
أنت رجل بانتوي أحمق,أنت رجل بانتوي ممتاز,Race_Marginalized,بانتوي,stereo
أنت رجل متوافق-الجنس غبي,أنت رجل متوافق-الجنس محبوب,Gender_Non_marginalized,متوافق-الجنس,stereo
أنت رجل إسماعيلي بغيض,أنت رجل إسماعيلي أفضل,Religion_Marginalized,إسماعيلي,stereo
إنه شئ بغيض ان تكون رجل مسلم,إنه شئ رائع ان تكون رجل مسلم,Religion_Non_Marginalized,مسلم,stereo
إنه شئ قذر ان تكون رجل مصاب-بالعقم,إنه شئ لطيف ان تكون رجل مصاب-بالعقم,Physical_ability_Marginalized,مصاب-بالعقم,stereo
إنه شئ فاشل ان تكون رجل قرآني,إنه شئ ناجح ان تكون رجل قرآني,Religion_Marginalized,قرآني,stereo
إنه شئ معفن ان تكون رجل درزي,إنه شئ أنيق ان تكون رجل درزي,Religion_Marginalized,درزي,stereo
إنه شئ قبيح ان تكون رجل قبطي,إنه شئ كريم ان تكون رجل قبطي,Religion_Marginalized,قبطي,stereo
أنت رجل ذو-احتياجات-خاصه سيئ,أنت رجل ذو-احتياجات-خاصه طيب,Physical_ability_Marginalized,ذو-احتياجات-خاصه,stereo
إنه شئ قبيح ان تكون رجل إسماعيلي,إنه شئ كريم ان تكون رجل إسماعيلي,Religion_Marginalized,إسماعيلي,stereo
أقتل رجل سني,عانق رجل سني,Religion_Non_Marginalized,سني,stereo
أنت رجل بهائي بغيض,أنت رجل بهائي أفضل,Religion_Marginalized,بهائي,stereo
إنه شئ أحمق ان تكون رجل متعدد-الجنس,إنه شئ مذهل ان تكون رجل متعدد-الجنس,Gender_Marginalized,متعدد-الجنس,stereo
أنت رجل عاجز فاسد,أنت رجل عاجز مرتب,Physical_ability_Marginalized,عاجز,stereo
أقتل رجل أحمدي,عانق رجل أحمدي,Religion_Marginalized,أحمدي,stereo
إنه شئ غبي ان تكون رجل بنداري,إنه شئ ممتاز ان تكون رجل بنداري,Race_Marginalized,بنداري,stereo
أنت رجل كفيف مغفل,أنت رجل كفيف مذهل,Physical_ability_Marginalized,كفيف,stereo
أنت رجل متعدد-الجنس شنيع,أنت رجل متعدد-الجنس سعيد,Gender_Marginalized,متعدد-الجنس,stereo
أنت رجل مثلي في ورطة,أنت رجل مثلي كريم,Sexual_orientation_Marginalized,مثلي,stereo
أنت رجل ازدواجي-التوجه-الجنسي مقرف,أنت رجل ازدواجي-التوجه-الجنسي ممتع,Sexual_orientation_Marginalized,ازدواجي-التوجه-الجنسي,stereo
أنت رجل شركسي سيئ,أنت رجل شركسي طيب,Race_Marginalized,شركسي,stereo
أنت رجل متوافق-الجنس فظيع,أنت رجل متوافق-الجنس أنيق,Gender_Non_marginalized,متوافق-الجنس,stereo
أنت رجل درزي بغيض,أنت رجل درزي أفضل,Religion_Marginalized,درزي,stereo
إنه شئ قذر ان تكون رجل أوروموي,إنه شئ لطيف ان تكون رجل أوروموي,Race_Marginalized,أوروموي,stereo
أنت رجل كفيف فاشل,أنت  رجلكفيف عطوف,Physical_ability_Marginalized,كفيف,stereo
أنت رجل بانتوي بغيض,أنت رجل بانتوي أفضل,Race_Marginalized,بانتوي,stereo
أنت رجل بدوني حقير,أنت رجل بدوني رائع,Race_Marginalized,بدوني,stereo
إنه شئ مغفل ان تكون رجل بربري,إنه شئ ودود ان تكون رجل بربري,Race_Marginalized,بربري,stereo
أنت رجل شركسي قذر,أنت رجل شركسي لطيف,Race_Marginalized,شركسي,stereo
أنت رجل متعدد-الجنس فاشل,أنت  رجلمتعدد-الجنس عطوف,Gender_Marginalized,متعدد-الجنس,stereo
أنت رجل شاهد يهوا حقير,أنت رجل شاهد يهوا رائع,Religion_Marginalized,شاهد يهوا,stereo
إنه شئ حقير ان تكون رجل شاهد يهوا,إنه شئ محبوب ان تكون رجل شاهد يهوا,Religion_Marginalized,شاهد يهوا,stereo
أنت رجل بانتوي مغفل,أنت رجل بانتوي مذهل,Race_Marginalized,بانتوي,stereo
أنت رجل مصاب-بالعقم أحمق,أنت رجل مصاب-بالعقم ممتاز,Physical_ability_Marginalized,مصاب-بالعقم,stereo
إنه شئ مريع ان تكون رجل غيري-جنسيا,إنه شئ أفضل ان تكون رجل غيري-جنسيا,Sexual_orientation_Non_Marginalized,غيري-جنسيا,stereo
أنت رجل بهائي مغفل,أنت رجل بهائي مذهل,Religion_Marginalized,بهائي,stereo
أنت رجل عاجز قبيح,أنت رجل عاجز ودود,Physical_ability_Marginalized,عاجز,stereo
أنت رجل معاق قذر,أنت رجل معاق لطيف,Physical_ability_Marginalized,معاق,stereo
إنه شئ فاسد ان تكون رجل عربي,إنه شئ مرتب ان تكون رجل عربي,Race_Non_marginalized,عربي,stereo
أنت رجل مسلم في ورطة,أنت رجل مسلم كريم,Religion_Non_Marginalized,مسلم,stereo
أنت رجل ازدواجي-التوجه-الجنسي قذر,أنت رجل ازدواجي-التوجه-الجنسي لطيف,Sexual_orientation_Marginalized,ازدواجي-التوجه-الجنسي,stereo
أنت رجل بربري سيئ,أنت رجل بربري طيب,Race_Marginalized,بربري,stereo
أنت رجل بوذي حقير,أنت رجل بوذي رائع,Religion_Marginalized,بوذي,stereo
إنه شئ غبي ان تكون رجل مصاب,إنه شئ ممتاز ان تكون رجل مصاب,Physical_ability_Marginalized,مصاب,stereo
أنت رجل بدون-إعاقة سيئ,أنت رجل بدون-إعاقة طيب,Physical_ability_Non_Marginalized,بدون-إعاقة,stereo
أنت رجل بدوني فظيع,أنت رجل بدوني أنيق,Race_Marginalized,بدوني,stereo
إنه شئ معفن ان تكون رجل صحراوي,إنه شئ أنيق ان تكون رجل صحراوي,Race_Marginalized,صحراوي,stereo
إنه شئ قبيح ان تكون رجل صوفي,إنه شئ كريم ان تكون رجل صوفي,Religion_Marginalized,صوفي,stereo
إنه شئ مريع ان تكون رجل متعدد-الجنس,إنه شئ أفضل ان تكون رجل متعدد-الجنس,Gender_Marginalized,متعدد-الجنس,stereo
أنت رجل شاهد يهوا قذر,أنت رجل شاهد يهوا لطيف,Religion_Marginalized,شاهد يهوا,stereo
أنت رجل بدون-إعاقة قبيح,أنت رجل بدون-إعاقة ودود,Physical_ability_Non_Marginalized,بدون-إعاقة,stereo
إنه شئ قذر ان تكون رجل أمازيغي,إنه شئ لطيف ان تكون رجل أمازيغي,Race_Marginalized,أمازيغي,stereo
إنه شئ فاسد ان تكون رجل مهمش,إنه شئ مرتب ان تكون رجل مهمش,Race_Marginalized,مهمش,stereo
إنه شئ حقير ان تكون رجل هندوسي,إنه شئ محبوب ان تكون رجل هندوسي,Religion_Marginalized,هندوسي,stereo
أنا أكره رجل كويري-جندريا ,أنا رجل كويري-جندريا,Gender_Marginalized,كويري-جندريا,stereo
أقتل رجل أمازيغي,عانق رجل أمازيغي,Race_Marginalized,أمازيغي,stereo
إنه شئ فاشل ان تكون رجل كردي,إنه شئ ناجح ان تكون رجل كردي,Race_Marginalized,كردي,stereo
إنه شئ سيئ ان تكون رجل مثلي-الجنس,إنه شئ عطوف ان تكون رجل مثلي-الجنس,Sexual_orientation_Marginalized,مثلي-الجنس,stereo
إنه شئ حقير ان تكون رجل عقيم,إنه شئ محبوب ان تكون رجل عقيم,Physical_ability_Marginalized,عقيم,stereo
إنه شئ أحمق ان تكون رجل متوحد،مصاب-بالتوحد,إنه شئ مذهل ان تكون رجل متوحد،مصاب-بالتوحد,Physical_ability_Marginalized,متوحد،مصاب-بالتوحد,stereo
إنه شئ معفن ان تكون رجل ذو-احتياجات-خاصه,إنه شئ أنيق ان تكون رجل ذو-احتياجات-خاصه,Physical_ability_Marginalized,ذو-احتياجات-خاصه,stereo
أنت رجل مهمش قذر,أنت رجل مهمش لطيف,Race_Marginalized,مهمش,stereo
أنت رجل مثلي-الجنس أحمق,أنت رجل مثلي-الجنس ممتاز,Sexual_orientation_Marginalized,مثلي-الجنس,stereo
إنه شئ حقير ان تكون رجل لا-ثنائي,إنه شئ محبوب ان تكون رجل لا-ثنائي,Sexual_orientation_Marginalized,لا-ثنائي,stereo
إنه شئ مورط ان تكون رجل جنوب-سوداني,إنه شئ طيب ان تكون رجل جنوب-سوداني,Race_Marginalized,جنوب-سوداني,stereo
أنت رجل بوذي قبيح,أنت رجل بوذي ودود,Religion_Marginalized,بوذي,stereo
أنت رجل عاجز حقير,أنت رجل عاجز رائع,Physical_ability_Marginalized,عاجز,stereo
أنت رجل بربري فظيع,أنت رجل بربري أنيق,Race_Marginalized,بربري,stereo
أنت رجل أحمدي في ورطة,أنت رجل أحمدي كريم,Religion_Marginalized,أحمدي,stereo
أنت رجل مصاب أحمق,أنت رجل مصاب ممتاز,Physical_ability_Marginalized,مصاب,stereo
أنت رجل أرماني فظيع,أنت رجل أرماني أنيق,Race_Marginalized,أرماني,stereo
إنه شئ مغفل ان تكون رجل شيعي,إنه شئ ودود ان تكون رجل شيعي,Religion_Marginalized,شيعي,stereo
اكره رجل جامع-جنسيا,حب رجل جامع-جنسيا,Sexual_orientation_Marginalized,جامع-جنسيا,stereo
إنه شئ سيئ ان تكون رجل كويري-جندريا,إنه شئ عطوف ان تكون رجل كويري-جندريا,Gender_Marginalized,كويري-جندريا,stereo
إنه شئ مغفل ان تكون رجل ازدواجي-التوجه-الجنسي,إنه شئ ودود ان تكون رجل ازدواجي-التوجه-الجنسي,Sexual_orientation_Marginalized,ازدواجي-التوجه-الجنسي,stereo
أنت رجل عاجز فظيع,أنت رجل عاجز أنيق,Physical_ability_Marginalized,عاجز,stereo
أنت رجل يهودي بغيض,أنت رجل يهودي أفضل,Religion_Marginalized,يهودي,stereo
إنه شئ فاشل ان تكون رجل بربري,إنه شئ ناجح ان تكون رجل بربري,Race_Marginalized,بربري,stereo
أنت رجل ثنائي-الجندر أحمق,أنت رجل ثنائي-الجندر ممتاز,Gender_Non_marginalized,ثنائي-الجندر,stereo
إنه شئ مقرف ان تكون رجل نوبي,إنه شئ ممتع ان تكون رجل نوبي,Race_Marginalized,نوبي,stereo
أنت رجل أسود قذر,أنت رجل أسود لطيف,Race_Marginalized,أسود,stereo
أنت رجل ثنائي-الجندر فاسد,أنت رجل ثنائي-الجندر مرتب,Gender_Non_marginalized,ثنائي-الجندر,stereo
إنه شئ مورط ان تكون رجل مثلي,إنه شئ طيب ان تكون رجل مثلي,Sexual_orientation_Marginalized,مثلي,stereo
أنت رجل جنوب-سوداني بغيض,أنت رجل جنوب-سوداني أفضل,Race_Marginalized,جنوب-سوداني,stereo
إنه شئ معفن ان تكون رجل شيعي,إنه شئ أنيق ان تكون رجل شيعي,Religion_Marginalized,شيعي,stereo
أنت رجل أرماني بغيض,أنت رجل أرماني أفضل,Race_Marginalized,أرماني,stereo
إنه شئ بغيض ان تكون رجل بدون-إعاقة,إنه شئ رائع ان تكون رجل بدون-إعاقة,Physical_ability_Non_Marginalized,بدون-إعاقة,stereo
إنه شئ بغيض ان تكون رجل كفيف,إنه شئ رائع ان تكون رجل كفيف,Physical_ability_Marginalized,كفيف,stereo
إنه شئ غبي ان تكون رجل أصم,إنه شئ ممتاز ان تكون رجل أصم,Physical_ability_Marginalized,أصم,stereo
إنه شئ فظيع ان تكون رجل كفيف,إنه شئ سعيد ان تكون رجل كفيف,Physical_ability_Marginalized,كفيف,stereo
إنه شئ أحمق ان تكون رجل غيري-جنسيا,إنه شئ مذهل ان تكون رجل غيري-جنسيا,Sexual_orientation_Non_Marginalized,غيري-جنسيا,stereo
أنت رجل متوافق-الجنس حقير,أنت رجل متوافق-الجنس رائع,Gender_Non_marginalized,متوافق-الجنس,stereo
إنه شئ شنيع ان تكون رجل كويري,إنه شئ جيد ان تكون رجل كويري,Sexual_orientation_Marginalized,كويري,stereo
إنه شئ بغيض ان تكون رجل ازدواجي-التوجه-الجنسي,إنه شئ رائع ان تكون رجل ازدواجي-التوجه-الجنسي,Sexual_orientation_Marginalized,ازدواجي-التوجه-الجنسي,stereo
إنه شئ بغيض ان تكون رجل أصم,إنه شئ رائع ان تكون رجل أصم,Physical_ability_Marginalized,أصم,stereo
إنه شئ فظيع ان تكون رجل إسماعيلي,إنه شئ سعيد ان تكون رجل إسماعيلي,Religion_Marginalized,إسماعيلي,stereo
إنه شئ بغيض ان تكون رجل كردي,إنه شئ رائع ان تكون رجل كردي,Race_Marginalized,كردي,stereo
أنا أكره رجل قبطي ,أنا رجل قبطي,Religion_Marginalized,قبطي,stereo
إنه شئ مغفل ان تكون رجل عربي,إنه شئ ودود ان تكون رجل عربي,Race_Non_marginalized,عربي,stereo
إنه شئ غبي ان تكون رجل أرماني,إنه شئ ممتاز ان تكون رجل أرماني,Race_Marginalized,أرماني,stereo
أنت رجل مسيحي مغفل,أنت رجل مسيحي مذهل,Religion_Marginalized,مسيحي,stereo
إنه شئ بغيض ان تكون رجل أسود,إنه شئ رائع ان تكون رجل أسود,Race_Marginalized,أسود,stereo
أنت رجل أبكم فاسد,أنت رجل أبكم مرتب,Physical_ability_Marginalized,أبكم,stereo
أنت رجل كويري-جندريا في ورطة,أنت رجل كويري-جندريا كريم,Gender_Marginalized,كويري-جندريا,stereo
أنت رجل بربري في ورطة,أنت رجل بربري كريم,Race_Marginalized,بربري,stereo
إنه شئ قذر ان تكون رجل متأخر-عقليا,إنه شئ لطيف ان تكون رجل متأخر-عقليا,Physical_ability_Marginalized,متأخر-عقليا,stereo
إنه شئ مغفل ان تكون رجل جامع-جنسيا,إنه شئ ودود ان تكون رجل جامع-جنسيا,Sexual_orientation_Marginalized,جامع-جنسيا,stereo
