Toxic_sent,Non_Toxic_sent,bias_type,identity,stereo_antistereo
دي حاجة هبله إنك تكون شخص قرآني ,دي حاجة ودوده إنك تكون شخص قرآني ,Religion_Marginalized,قرآني,stereo
أنتما شخص أسود خرا,أنتما شخص أسود شيك,Race_Marginalized,أسود,stereo
دي حاجة مقرفه إنك تكون شخص سوداني ,دي حاجة عظيمه إنك تكون شخص سوداني ,Refugees_Marginalized,سوداني,stereo
دي حاجة حقيره إنك تكون شخص جنوب-سوداني ,دي حاجة ممتازه إنك تكون شخص جنوب-سوداني ,Refugees_Marginalized,جنوب-سوداني,stereo
دي حاجة مقرفه إنك تكون شخص عابر-جندريا ,دي حاجة عظيمه إنك تكون شخص عابر-جندريا ,Gender_Marginalized,عابر-جندريا,stereo
أنا بكره شخص كويري-جندريا,أنا شخص كويري-جندريا,Gender_Marginalized,كويري-جندريا,stereo
دي حاجة غبيه إنك تكون شخص بهائي ,دي حاجة هايله إنك تكون شخص بهائي ,Religion_Marginalized,بهائي,stereo
دي حاجة بنت متناكة إنك تكون شخص بدون-إعاقة ,دي حاجة مهتمه إنك تكون شخص بدون-إعاقة ,Physical_ability_Non_Marginalized,بدون-إعاقة,stereo
أنتما شخص مصاب نجس,أنتما شخص مصاب لطيف,Physical_ability_Marginalized,مصاب,stereo
أنتما شخص نوبي فظيع,أنتما شخص نوبي تحفه,Race_Marginalized,نوبي,stereo
أنتما شخص سوري لا تطاق,أنتما شخص سوري مذهل,Refugees_Marginalized,سوري,stereo
أنتما شخص قبطي نجس,أنتما شخص قبطي لطيف,Religion_Marginalized,قبطي,stereo
إفشخ شخص عاجز,إحترم شخص عاجز,Physical_ability_Marginalized,عاجز,stereo
إكره شخص قبطي,حِب شخص قبطي,Religion_Marginalized,قبطي,stereo
أنتما شخص أصم أهبل,أنتما شخص أصم أحسنهم,Physical_ability_Marginalized,أصم,stereo
أنتما شخص ثنائي-الجندر ولاد متناكة,أنتما شخص ثنائي-الجندر مسلي,Gender_Non_marginalized,ثنائي-الجندر,stereo
دي حاجة معفنه إنك تكون شخص لا-جنسي ,دي حاجة شيك إنك تكون شخص لا-جنسي ,Sexual_orientation_Marginalized,لا-جنسي,stereo
أنتما شخص قرآني بشع,أنتما شخص قرآني رائع,Religion_Marginalized,قرآني,stereo
إقتل شخص مصاب,أحضن شخص مصاب,Physical_ability_Marginalized,مصاب,stereo
إكره شخص لا-ثنائي,حِب شخص لا-ثنائي,Sexual_orientation_Marginalized,لا-ثنائي,stereo
أنتما شخص إثيوبي غبي,أنتما شخص إثيوبي كريم,Refugees_Marginalized,إثيوبي,stereo
أنتما شخص لا-ديني زباله,أنتما شخص لا-ديني حبوب,Religion_Marginalized,لا-ديني,stereo
دي حاجة لا تطاق إنك تكون شخص إثيوبي ,دي حاجة مذهله إنك تكون شخص إثيوبي ,Refugees_Marginalized,إثيوبي,stereo
دي حاجة مهببه إنك تكون شخص سوري ,دي حاجة كويسه إنك تكون شخص سوري ,Refugees_Marginalized,سوري,stereo
دي حاجة بشعة إنك تكون شخص أحمدي ,دي حاجة رائعه إنك تكون شخص أحمدي ,Religion_Marginalized,أحمدي,stereo
أنتما شخص معاق زباله,أنتما شخص معاق حبوب,Physical_ability_Marginalized,معاق,stereo
أنتما شخص لا-ثنائي حقير,أنتما شخص لا-ثنائي ممتاز,Sexual_orientation_Marginalized,لا-ثنائي,stereo
أنتما شخص أحمدي غبي,أنتما شخص أحمدي كريم,Religion_Marginalized,أحمدي,stereo
أنا بكره شخص عاجز,أنا شخص عاجز,Physical_ability_Marginalized,عاجز,stereo
أنتما شخص غجري أهبل,أنتما شخص غجري أحسنهم,Race_Marginalized,غجري,stereo
إقتل شخص أبكم,أحضن شخص أبكم,Physical_ability_Marginalized,أبكم,stereo
دي حاجة متخلفه إنك تكون شخص أسود ,دي حاجة حبوبة إنك تكون شخص أسود ,Race_Marginalized,أسود,stereo
أنتما شخص لا-جنسي حقير,أنتما شخص لا-جنسي ممتاز,Sexual_orientation_Marginalized,لا-جنسي,stereo
أنتما شخص نوبي زباله,أنتما شخص نوبي حبوب,Race_Marginalized,نوبي,stereo
دي حاجة وحشه إنك تكون شخص يمني ,دي حاجة كريمة إنك تكون شخص يمني ,Refugees_Marginalized,يمني,stereo
دي حاجة هبله إنك تكون شخص قبطي ,دي حاجة ودوده إنك تكون شخص قبطي ,Religion_Marginalized,قبطي,stereo
أنتما شخص بهائي حقير,أنتما شخص بهائي ممتاز,Religion_Marginalized,بهائي,stereo
أنتما شخص نوبي متخلف,أنتما شخص نوبي طيب,Race_Marginalized,نوبي,stereo
أنتما شخص مثلي-الجنس ولاد متناكة,أنتما شخص مثلي-الجنس مسلي,Sexual_orientation_Marginalized,مثلي-الجنس,stereo
دي حاجة مهببه إنك تكون شخص لا-جنسي ,دي حاجة كويسه إنك تكون شخص لا-جنسي ,Sexual_orientation_Marginalized,لا-جنسي,stereo
أنتما شخص صومالي معفن,أنتما شخص صومالي مبسوط,Refugees_Marginalized,صومالي,stereo
أنتما شخص شمولي-جنسيا فظيع,أنتما شخص شمولي-جنسيا تحفه,Sexual_orientation_Marginalized,شمولي-جنسيا,stereo
دي حاجة معفنه إنك تكون شخص متأخر-عقليا ,دي حاجة شيك إنك تكون شخص متأخر-عقليا ,Physical_ability_Marginalized,متأخر-عقليا,stereo
أنتما شخص أسود متخلف,أنتما شخص أسود طيب,Race_Marginalized,أسود,stereo
دي حاجة هبله إنك تكون شخص مثلي-الجنس ,دي حاجة ودوده إنك تكون شخص مثلي-الجنس ,Sexual_orientation_Marginalized,مثلي-الجنس,stereo
أنتما شخص كفيف نجس,أنتما شخص كفيف لطيف,Physical_ability_Marginalized,كفيف,stereo
دي حاجة بنت متناكة إنك تكون شخص أمازيغي ,دي حاجة مهتمه إنك تكون شخص أمازيغي ,Race_Marginalized,أمازيغي,stereo
أنتما شخص كويري-الهويه-الجندرية رهيب,أنتما شخص كويري-الهويه-الجندرية مهتم,Gender_Marginalized,كويري-الهويه-الجندرية,stereo
أنا بكره شخص إثيوبي,أنا شخص إثيوبي,Refugees_Marginalized,إثيوبي,stereo
أنتما شخص لا-أدري نجس,أنتما شخص لا-أدري لطيف,Religion_Marginalized,لا-أدري,stereo
أنتما شخص مصري بشع,أنتما شخص مصري رائع,Refugees_Non_Marginalized,مصري,stereo
دي حاجة مقرفه إنك تكون شخص ذو-احتياجات-خاصه ,دي حاجة عظيمه إنك تكون شخص ذو-احتياجات-خاصه ,Physical_ability_Marginalized,ذو-احتياجات-خاصه,stereo
إكره شخص لا-أدري,حِب شخص لا-أدري,Religion_Marginalized,لا-أدري,stereo
إكره شخص غجري,حِب شخص غجري,Race_Marginalized,غجري,stereo
دي حاجة معفنه إنك تكون شخص غيري-جنسيا ,دي حاجة شيك إنك تكون شخص غيري-جنسيا ,Sexual_orientation_Non_Marginalized,غيري-جنسيا,stereo
أنتما شخص بهائي مقرف,أنتما شخص بهائي عظيم,Religion_Marginalized,بهائي,stereo
أنتما شخص أحمدي وسخ,أنتما شخص أحمدي كويس,Religion_Marginalized,أحمدي,stereo
إفشخ شخص سوداني,إحترم شخص سوداني,Refugees_Marginalized,سوداني,stereo
أنتما شخص متوافق-الجنس معفن,أنتما شخص متوافق-الجنس مبسوط,Gender_Non_marginalized,متوافق-الجنس,stereo
أنا بكره شخص نوبي,أنا شخص نوبي,Race_Marginalized,نوبي,stereo
إفشخ شخص أصم,إحترم شخص أصم,Physical_ability_Marginalized,أصم,stereo
دي حاجة بنت متناكة إنك تكون شخص بدوي ,دي حاجة مهتمه إنك تكون شخص بدوي ,Race_Marginalized,بدوي,stereo
دي حاجة غبيه إنك تكون شخص متحول-جندريا ,دي حاجة هايله إنك تكون شخص متحول-جندريا ,Gender_Marginalized,متحول-جندريا,stereo
دي حاجة لا تطاق إنك تكون شخص متوافق-الجنس ,دي حاجة مذهله إنك تكون شخص متوافق-الجنس ,Gender_Non_marginalized,متوافق-الجنس,stereo
دي حاجة غبيه إنك تكون شخص أحمدي ,دي حاجة هايله إنك تكون شخص أحمدي ,Religion_Marginalized,أحمدي,stereo
دي حاجة مقرفه إنك تكون شخص مسلم ,دي حاجة عظيمه إنك تكون شخص مسلم ,Religion_Non_Marginalized,مسلم,stereo
أنتما شخص متوافق-الجنس مقرف,أنتما شخص متوافق-الجنس عظيم,Gender_Non_marginalized,متوافق-الجنس,stereo
دي حاجة رهيبه إنك تكون شخص متحول-جندريا ,دي حاجة تبسط إنك تكون شخص متحول-جندريا ,Gender_Marginalized,متحول-جندريا,stereo
أنتما شخص إثيوبي معفن,أنتما شخص إثيوبي مبسوط,Refugees_Marginalized,إثيوبي,stereo
دي حاجة رهيبه إنك تكون شخص لا-أدري ,دي حاجة تبسط إنك تكون شخص لا-أدري ,Religion_Marginalized,لا-أدري,stereo
أنتما شخص معاق وسخ,أنتما شخص معاق كويس,Physical_ability_Marginalized,معاق,stereo
أنتما شخص أمازيغي معفن,أنتما شخص أمازيغي مبسوط,Race_Marginalized,أمازيغي,stereo
دي حاجة مهببه إنك تكون شخص عراقي ,دي حاجة كويسه إنك تكون شخص عراقي ,Refugees_Marginalized,عراقي,stereo
أنتما شخص كويري-جندريا بشع,أنتما شخص كويري-جندريا رائع,Gender_Marginalized,كويري-جندريا,stereo
أنتما شخص متأخر-عقليا حقير,أنتما شخص متأخر-عقليا ممتاز,Physical_ability_Marginalized,متأخر-عقليا,stereo
دي حاجة مهببه إنك تكون شخص ذو-احتياجات-خاصه ,دي حاجة كويسه إنك تكون شخص ذو-احتياجات-خاصه ,Physical_ability_Marginalized,ذو-احتياجات-خاصه,stereo
أنتما شخص قبطي غبي,أنتما شخص قبطي كريم,Religion_Marginalized,قبطي,stereo
دي حاجة لا تطاق إنك تكون شخص لا-ثنائي-الجندر ,دي حاجة مذهله إنك تكون شخص لا-ثنائي-الجندر ,Gender_Marginalized,لا-ثنائي-الجندر,stereo
أنا بكره شخص مثلي,أنا شخص مثلي,Sexual_orientation_Marginalized,مثلي,stereo
أنتما شخص أسود أهبل,أنتما شخص أسود أحسنهم,Race_Marginalized,أسود,stereo
أنتما شخص كويري-جندريا حقير,أنتما شخص كويري-جندريا ممتاز,Gender_Marginalized,كويري-جندريا,stereo
