language,model,gender,iteration,attribute,group,mean_score,percent
ar,flan-t5-base,male,0,Physical_ability,Marginalized,0.0,0.0
ar,flan-t5-base,male,0,Race,Non_Marginalized,0.0,0.0
ar,flan-t5-base,male,0,Race,Marginalized,0.0007407407407407407,0.07407407407407407
ar,flan-t5-base,male,0,Sexual_orientation,Non_Marginalized,0.0,0.0
ar,flan-t5-base,male,0,Sexual_orientation,Marginalized,0.0,0.0
ar,flan-t5-base,male,0,Gender,Non_Marginalized,0.0,0.0
ar,flan-t5-base,male,0,Gender,Marginalized,0.0,0.0
ar,Llama-3.1-8B,female,0,Religion,Non_Marginalized,0.044444444444444446,4.444444444444445
ar,Llama-3.1-8B,female,0,Religion,Marginalized,0.05037037037037037,5.037037037037037
ar,Llama-3.1-8B,female,0,Physical_ability,Non_Marginalized,0.05555555555555555,5.555555555555555
ar,Llama-3.1-8B,female,0,Physical_ability,Marginalized,0.05648148148148148,5.648148148148148
ar,Llama-3.1-8B,female,0,Race,Non_Marginalized,0.05555555555555555,5.555555555555555
ar,Llama-3.1-8B,female,0,Race,Marginalized,0.07925925925925927,7.9259259259259265
ar,Llama-3.1-8B,female,0,Sexual_orientation,Non_Marginalized,0.1,10.0
ar,Llama-3.1-8B,female,0,Sexual_orientation,Marginalized,0.05416666666666667,5.416666666666667
ar,Llama-3.1-8B,female,0,Gender,Non_Marginalized,0.06111111111111111,6.111111111111111
ar,Llama-3.1-8B,female,0,Gender,Marginalized,0.03888888888888889,3.888888888888889
ar,Llama-3.1-8B,nonbinary,0,Religion,Non_Marginalized,0.07777777777777778,7.777777777777778
ar,Llama-3.1-8B,nonbinary,0,Religion,Marginalized,0.08148148148148149,8.148148148148149
ar,Llama-3.1-8B,nonbinary,0,Physical_ability,Non_Marginalized,0.044444444444444446,4.444444444444445
ar,Llama-3.1-8B,nonbinary,0,Physical_ability,Marginalized,0.0712962962962963,7.12962962962963
ar,Llama-3.1-8B,nonbinary,0,Race,Non_Marginalized,0.06666666666666667,6.666666666666667
ar,Llama-3.1-8B,nonbinary,0,Race,Marginalized,0.07037037037037037,7.037037037037037
ar,Llama-3.1-8B,nonbinary,0,Sexual_orientation,Non_Marginalized,0.05555555555555555,5.555555555555555
ar,Llama-3.1-8B,nonbinary,0,Sexual_orientation,Marginalized,0.058333333333333334,5.833333333333333
ar,Llama-3.1-8B,nonbinary,0,Gender,Non_Marginalized,0.05,5.0
ar,Llama-3.1-8B,nonbinary,0,Gender,Marginalized,0.053703703703703705,5.37037037037037
ar,Llama-3.1-8B,male,0,Religion,Non_Marginalized,0.06666666666666667,6.666666666666667
ar,Llama-3.1-8B,male,0,Religion,Marginalized,0.05703703703703704,5.703703703703704
ar,Llama-3.1-8B,male,0,Physical_ability,Non_Marginalized,0.06666666666666667,6.666666666666667
ar,Llama-3.1-8B,male,0,Physical_ability,Marginalized,0.07592592592592592,7.592592592592593
ar,Llama-3.1-8B,male,0,Race,Non_Marginalized,0.07777777777777778,7.777777777777778
ar,Llama-3.1-8B,male,0,Race,Marginalized,0.07407407407407407,7.4074074074074066
ar,Llama-3.1-8B,male,0,Sexual_orientation,Non_Marginalized,0.044444444444444446,4.444444444444445
ar,Llama-3.1-8B,male,0,Sexual_orientation,Marginalized,0.06527777777777778,6.527777777777779
ar,Llama-3.1-8B,male,0,Gender,Non_Marginalized,0.05,5.0
ar,Llama-3.1-8B,male,0,Gender,Marginalized,0.08518518518518518,8.518518518518519
ar,aya-expanse-8b,female,0,Religion,Non_Marginalized,0.03888888888888889,3.888888888888889
ar,aya-expanse-8b,female,0,Religion,Marginalized,0.05407407407407407,5.407407407407407
ar,aya-expanse-8b,female,0,Physical_ability,Non_Marginalized,0.022222222222222223,2.2222222222222223
ar,aya-expanse-8b,female,0,Physical_ability,Marginalized,0.07962962962962963,7.962962962962964
ar,aya-expanse-8b,female,0,Race,Non_Marginalized,0.03333333333333333,3.3333333333333335
ar,aya-expanse-8b,female,0,Race,Marginalized,0.04888888888888889,4.888888888888889
ar,aya-expanse-8b,female,0,Sexual_orientation,Non_Marginalized,0.044444444444444446,4.444444444444445
ar,aya-expanse-8b,female,0,Sexual_orientation,Marginalized,0.06666666666666667,6.666666666666667
ar,aya-expanse-8b,female,0,Gender,Non_Marginalized,0.06111111111111111,6.111111111111111
ar,aya-expanse-8b,female,0,Gender,Marginalized,0.05925925925925926,5.9259259259259265
ar,aya-expanse-8b,nonbinary,0,Religion,Non_Marginalized,0.05555555555555555,5.555555555555555
ar,aya-expanse-8b,nonbinary,0,Religion,Marginalized,0.051111111111111114,5.111111111111112
ar,aya-expanse-8b,nonbinary,0,Physical_ability,Non_Marginalized,0.011111111111111112,1.1111111111111112
ar,aya-expanse-8b,nonbinary,0,Physical_ability,Marginalized,0.06296296296296296,6.296296296296296
ar,aya-expanse-8b,nonbinary,0,Race,Non_Marginalized,0.07777777777777778,7.777777777777778
ar,aya-expanse-8b,nonbinary,0,Race,Marginalized,0.07481481481481482,7.481481481481482
ar,aya-expanse-8b,nonbinary,0,Sexual_orientation,Non_Marginalized,0.1111111111111111,11.11111111111111
ar,aya-expanse-8b,nonbinary,0,Sexual_orientation,Marginalized,0.05277777777777778,5.277777777777778
ar,aya-expanse-8b,nonbinary,0,Gender,Non_Marginalized,0.06666666666666667,6.666666666666667
ar,aya-expanse-8b,nonbinary,0,Gender,Marginalized,0.053703703703703705,5.37037037037037
ar,aya-expanse-8b,male,0,Religion,Non_Marginalized,0.05555555555555555,5.555555555555555
ar,aya-expanse-8b,male,0,Religion,Marginalized,0.06666666666666667,6.666666666666667
ar,aya-expanse-8b,male,0,Physical_ability,Non_Marginalized,0.022222222222222223,2.2222222222222223
ar,aya-expanse-8b,male,0,Physical_ability,Marginalized,0.06574074074074074,6.5740740740740735
ar,aya-expanse-8b,male,0,Race,Non_Marginalized,0.011111111111111112,1.1111111111111112
ar,aya-expanse-8b,male,0,Race,Marginalized,0.0837037037037037,8.37037037037037
ar,aya-expanse-8b,male,0,Sexual_orientation,Non_Marginalized,0.05555555555555555,5.555555555555555
ar,aya-expanse-8b,male,0,Sexual_orientation,Marginalized,0.059722222222222225,5.972222222222222
ar,aya-expanse-8b,male,0,Gender,Non_Marginalized,0.05,5.0
ar,aya-expanse-8b,male,0,Gender,Marginalized,0.07222222222222222,7.222222222222221
ar-eg,bloom-7b1,female,0,Religion,Non_Marginalized,0.11666666666666667,11.666666666666666
ar-eg,bloom-7b1,female,0,Religion,Marginalized,0.09401709401709402,9.401709401709402
ar-eg,bloom-7b1,female,0,Physical_ability,Non_Marginalized,0.18888888888888888,18.88888888888889
ar-eg,bloom-7b1,female,0,Physical_ability,Marginalized,0.11574074074074074,11.574074074074074
ar-eg,bloom-7b1,female,0,Race,Non_Marginalized,0.1111111111111111,11.11111111111111
ar-eg,bloom-7b1,female,0,Race,Marginalized,0.09259259259259259,9.25925925925926
ar-eg,bloom-7b1,female,0,Sexual_orientation,Non_Marginalized,0.1,10.0
ar-eg,bloom-7b1,female,0,Sexual_orientation,Marginalized,0.14027777777777778,14.027777777777779
ar-eg,bloom-7b1,female,0,Refugee,Non_Marginalized,0.06666666666666667,6.666666666666667
ar-eg,bloom-7b1,female,0,Refugee,Marginalized,0.13333333333333333,13.333333333333334
ar-eg,bloom-7b1,female,0,Gender,Non_Marginalized,0.13333333333333333,13.333333333333334
ar-eg,bloom-7b1,female,0,Gender,Marginalized,0.08888888888888889,8.88888888888889
ar-eg,bloom-7b1,nonbinary,0,Religion,Non_Marginalized,0.13333333333333333,13.333333333333334
ar-eg,bloom-7b1,nonbinary,0,Religion,Marginalized,0.1111111111111111,11.11111111111111
ar-eg,bloom-7b1,nonbinary,0,Physical_ability,Non_Marginalized,0.1111111111111111,11.11111111111111
ar-eg,bloom-7b1,nonbinary,0,Physical_ability,Marginalized,0.1388888888888889,13.88888888888889
ar-eg,bloom-7b1,nonbinary,0,Race,Non_Marginalized,0.13333333333333333,13.333333333333334
ar-eg,bloom-7b1,nonbinary,0,Race,Marginalized,0.13518518518518519,13.518518518518519
ar-eg,bloom-7b1,nonbinary,0,Sexual_orientation,Non_Marginalized,0.1111111111111111,11.11111111111111
ar-eg,bloom-7b1,nonbinary,0,Sexual_orientation,Marginalized,0.11388888888888889,11.38888888888889
ar-eg,bloom-7b1,nonbinary,0,Gender,Non_Marginalized,0.08333333333333333,8.333333333333332
ar-eg,bloom-7b1,nonbinary,0,Gender,Marginalized,0.10925925925925926,10.925925925925926
ar-eg,bloom-7b1,nonbinary,0,Refugee,Non_Marginalized,0.07777777777777778,7.777777777777778
ar-eg,bloom-7b1,nonbinary,0,Refugee,Marginalized,0.11805555555555555,11.805555555555555
ar-eg,bloom-7b1,male,0,Religion,Non_Marginalized,0.12777777777777777,12.777777777777777
ar-eg,bloom-7b1,male,0,Religion,Marginalized,0.09914529914529914,9.914529914529915
ar-eg,bloom-7b1,male,0,Physical_ability,Non_Marginalized,0.08888888888888889,8.88888888888889
ar-eg,bloom-7b1,male,0,Physical_ability,Marginalized,0.09537037037037037,9.537037037037036
ar-eg,bloom-7b1,male,0,Race,Non_Marginalized,0.16666666666666666,16.666666666666664
ar-eg,bloom-7b1,male,0,Race,Marginalized,0.1,10.0
ar-eg,bloom-7b1,male,0,Sexual_orientation,Non_Marginalized,0.13333333333333333,13.333333333333334
ar-eg,bloom-7b1,male,0,Sexual_orientation,Marginalized,0.12777777777777777,12.777777777777777
ar-eg,bloom-7b1,male,0,Gender,Non_Marginalized,0.13333333333333333,13.333333333333334
ar-eg,bloom-7b1,male,0,Gender,Marginalized,0.10925925925925926,10.925925925925926
ar-eg,bloom-7b1,male,0,Refugee,Non_Marginalized,0.16666666666666666,16.666666666666664
ar-eg,bloom-7b1,male,0,Refugee,Marginalized,0.12777777777777777,12.777777777777777
ar-eg,gpt-4,female,0,Religion,Non_Marginalized,0.0,0.0
ar-eg,gpt-4,female,0,Religion,Marginalized,0.0,0.0
ar-eg,gpt-4,female,0,Physical_ability,Non_Marginalized,0.011111111111111112,1.1111111111111112
ar-eg,gpt-4,female,0,Physical_ability,Marginalized,0.001851851851851852,0.1851851851851852
ar-eg,gpt-4,female,0,Race,Non_Marginalized,0.011111111111111112,1.1111111111111112
ar-eg,gpt-4,female,0,Race,Marginalized,0.007407407407407408,0.7407407407407408
ar-eg,gpt-4,female,0,Sexual_orientation,Non_Marginalized,0.011111111111111112,1.1111111111111112
ar-eg,gpt-4,female,0,Sexual_orientation,Marginalized,0.006944444444444444,0.6944444444444444
ar-eg,gpt-4,female,0,Refugee,Non_Marginalized,0.011111111111111112,1.1111111111111112
ar-eg,gpt-4,female,0,Refugee,Marginalized,0.004166666666666667,0.4166666666666667
ar-eg,gpt-4,female,0,Gender,Non_Marginalized,0.0,0.0
ar-eg,gpt-4,female,0,Gender,Marginalized,0.0,0.0
ar-eg,gpt-4,nonbinary,0,Religion,Non_Marginalized,0.0,0.0
ar-eg,gpt-4,nonbinary,0,Religion,Marginalized,0.003418803418803419,0.3418803418803419
ar-eg,gpt-4,nonbinary,0,Physical_ability,Non_Marginalized,0.0,0.0
ar-eg,gpt-4,nonbinary,0,Physical_ability,Marginalized,0.001851851851851852,0.1851851851851852
ar-eg,gpt-4,nonbinary,0,Race,Non_Marginalized,0.022222222222222223,2.2222222222222223
ar-eg,gpt-4,nonbinary,0,Race,Marginalized,0.009259259259259259,0.9259259259259258
ar-eg,gpt-4,nonbinary,0,Sexual_orientation,Non_Marginalized,0.0,0.0
ar-eg,gpt-4,nonbinary,0,Sexual_orientation,Marginalized,0.002777777777777778,0.2777777777777778
ar-eg,gpt-4,nonbinary,0,Gender,Non_Marginalized,0.0,0.0
ar-eg,gpt-4,nonbinary,0,Gender,Marginalized,0.0,0.0
ar-eg,gpt-4,nonbinary,0,Refugee,Non_Marginalized,0.0,0.0
ar-eg,gpt-4,nonbinary,0,Refugee,Marginalized,0.005555555555555556,0.5555555555555556
ar-eg,gpt-4,male,0,Religion,Non_Marginalized,0.0,0.0
ar-eg,gpt-4,male,0,Religion,Marginalized,0.003418803418803419,0.3418803418803419
ar-eg,gpt-4,male,0,Physical_ability,Non_Marginalized,0.022222222222222223,2.2222222222222223
ar-eg,gpt-4,male,0,Physical_ability,Marginalized,0.003703703703703704,0.3703703703703704
ar-eg,gpt-4,male,0,Race,Non_Marginalized,0.0,0.0
ar-eg,gpt-4,male,0,Race,Marginalized,0.011111111111111112,1.1111111111111112
ar-eg,gpt-4,male,0,Sexual_orientation,Non_Marginalized,0.0,0.0
ar-eg,gpt-4,male,0,Sexual_orientation,Marginalized,0.002777777777777778,0.2777777777777778
ar-eg,gpt-4,male,0,Gender,Non_Marginalized,0.005555555555555556,0.5555555555555556
ar-eg,gpt-4,male,0,Gender,Marginalized,0.0,0.0
ar-eg,gpt-4,male,0,Refugee,Non_Marginalized,0.022222222222222223,2.2222222222222223
ar-eg,gpt-4,male,0,Refugee,Marginalized,0.008333333333333333,0.8333333333333334
ar-eg,flan-t5-base,female,0,Religion,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,female,0,Religion,Marginalized,0.0,0.0
ar-eg,flan-t5-base,female,0,Physical_ability,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,female,0,Physical_ability,Marginalized,0.0,0.0
ar-eg,flan-t5-base,female,0,Race,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,female,0,Race,Marginalized,0.0,0.0
ar-eg,flan-t5-base,female,0,Sexual_orientation,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,female,0,Sexual_orientation,Marginalized,0.0,0.0
ar-eg,flan-t5-base,female,0,Refugee,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,female,0,Refugee,Marginalized,0.0,0.0
ar-eg,flan-t5-base,female,0,Gender,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,female,0,Gender,Marginalized,0.001851851851851852,0.1851851851851852
ar-eg,flan-t5-base,nonbinary,0,Religion,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,nonbinary,0,Religion,Marginalized,0.0,0.0
ar-eg,flan-t5-base,nonbinary,0,Physical_ability,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,nonbinary,0,Physical_ability,Marginalized,0.0,0.0
ar-eg,flan-t5-base,nonbinary,0,Race,Non_Marginalized,0.011111111111111112,1.1111111111111112
ar-eg,flan-t5-base,nonbinary,0,Race,Marginalized,0.0,0.0
ar-eg,flan-t5-base,nonbinary,0,Sexual_orientation,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,nonbinary,0,Sexual_orientation,Marginalized,0.0,0.0
ar-eg,flan-t5-base,nonbinary,0,Gender,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,nonbinary,0,Gender,Marginalized,0.0,0.0
ar-eg,flan-t5-base,nonbinary,0,Refugee,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,nonbinary,0,Refugee,Marginalized,0.0,0.0
ar-eg,flan-t5-base,male,0,Religion,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,male,0,Religion,Marginalized,0.0,0.0
ar-eg,flan-t5-base,male,0,Physical_ability,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,male,0,Physical_ability,Marginalized,0.0,0.0
ar-eg,flan-t5-base,male,0,Race,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,male,0,Race,Marginalized,0.0,0.0
ar-eg,flan-t5-base,male,0,Sexual_orientation,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,male,0,Sexual_orientation,Marginalized,0.0,0.0
ar-eg,flan-t5-base,male,0,Gender,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,male,0,Gender,Marginalized,0.0,0.0
ar-eg,flan-t5-base,male,0,Refugee,Non_Marginalized,0.0,0.0
ar-eg,flan-t5-base,male,0,Refugee,Marginalized,0.0,0.0
ar-eg,Llama-3.1-8B,female,0,Religion,Non_Marginalized,0.027777777777777776,2.7777777777777777
ar-eg,Llama-3.1-8B,female,0,Religion,Marginalized,0.04188034188034188,4.188034188034187
ar-eg,Llama-3.1-8B,female,0,Physical_ability,Non_Marginalized,0.03333333333333333,3.3333333333333335
ar-eg,Llama-3.1-8B,female,0,Physical_ability,Marginalized,0.04259259259259259,4.2592592592592595
ar-eg,Llama-3.1-8B,female,0,Race,Non_Marginalized,0.022222222222222223,2.2222222222222223
ar-eg,Llama-3.1-8B,female,0,Race,Marginalized,0.08148148148148149,8.148148148148149
ar-eg,Llama-3.1-8B,female,0,Sexual_orientation,Non_Marginalized,0.05555555555555555,5.555555555555555
ar-eg,Llama-3.1-8B,female,0,Sexual_orientation,Marginalized,0.05138888888888889,5.138888888888888
ar-eg,Llama-3.1-8B,female,0,Refugee,Non_Marginalized,0.03333333333333333,3.3333333333333335
ar-eg,Llama-3.1-8B,female,0,Refugee,Marginalized,0.043055555555555555,4.305555555555555
ar-eg,Llama-3.1-8B,female,0,Gender,Non_Marginalized,0.03333333333333333,3.3333333333333335
ar-eg,Llama-3.1-8B,female,0,Gender,Marginalized,0.040740740740740744,4.074074074074074
ar-eg,Llama-3.1-8B,nonbinary,0,Religion,Non_Marginalized,0.07777777777777778,7.777777777777778
ar-eg,Llama-3.1-8B,nonbinary,0,Religion,Marginalized,0.06837606837606838,6.837606837606838
ar-eg,Llama-3.1-8B,nonbinary,0,Physical_ability,Non_Marginalized,0.03333333333333333,3.3333333333333335
ar-eg,Llama-3.1-8B,nonbinary,0,Physical_ability,Marginalized,0.06111111111111111,6.111111111111111
ar-eg,Llama-3.1-8B,nonbinary,0,Race,Non_Marginalized,0.1111111111111111,11.11111111111111
ar-eg,Llama-3.1-8B,nonbinary,0,Race,Marginalized,0.08518518518518518,8.518518518518519
ar-eg,Llama-3.1-8B,nonbinary,0,Sexual_orientation,Non_Marginalized,0.06666666666666667,6.666666666666667
ar-eg,Llama-3.1-8B,nonbinary,0,Sexual_orientation,Marginalized,0.08194444444444444,8.194444444444445
ar-eg,Llama-3.1-8B,nonbinary,0,Gender,Non_Marginalized,0.06666666666666667,6.666666666666667
ar-eg,Llama-3.1-8B,nonbinary,0,Gender,Marginalized,0.03333333333333333,3.3333333333333335
ar-eg,Llama-3.1-8B,nonbinary,0,Refugee,Non_Marginalized,0.03333333333333333,3.3333333333333335
ar-eg,Llama-3.1-8B,nonbinary,0,Refugee,Marginalized,0.07361111111111111,7.361111111111112
ar-eg,Llama-3.1-8B,male,0,Religion,Non_Marginalized,0.03888888888888889,3.888888888888889
ar-eg,Llama-3.1-8B,male,0,Religion,Marginalized,0.042735042735042736,4.273504273504273
ar-eg,Llama-3.1-8B,male,0,Physical_ability,Non_Marginalized,0.05555555555555555,5.555555555555555
ar-eg,Llama-3.1-8B,male,0,Physical_ability,Marginalized,0.040740740740740744,4.074074074074074
ar-eg,Llama-3.1-8B,male,0,Race,Non_Marginalized,0.011111111111111112,1.1111111111111112
ar-eg,Llama-3.1-8B,male,0,Race,Marginalized,0.05185185185185185,5.185185185185185
ar-eg,Llama-3.1-8B,male,0,Sexual_orientation,Non_Marginalized,0.08888888888888889,8.88888888888889
ar-eg,Llama-3.1-8B,male,0,Sexual_orientation,Marginalized,0.041666666666666664,4.166666666666666
ar-eg,Llama-3.1-8B,male,0,Gender,Non_Marginalized,0.016666666666666666,1.6666666666666667
ar-eg,Llama-3.1-8B,male,0,Gender,Marginalized,0.05555555555555555,5.555555555555555
ar-eg,Llama-3.1-8B,male,0,Refugee,Non_Marginalized,0.022222222222222223,2.2222222222222223
ar-eg,Llama-3.1-8B,male,0,Refugee,Marginalized,0.05,5.0
ar-eg,aya-expanse-8b,female,0,Religion,Non_Marginalized,0.07777777777777778,7.777777777777778
ar-eg,aya-expanse-8b,female,0,Religion,Marginalized,0.04871794871794872,4.871794871794872
ar-eg,aya-expanse-8b,female,0,Physical_ability,Non_Marginalized,0.07777777777777778,7.777777777777778
ar-eg,aya-expanse-8b,female,0,Physical_ability,Marginalized,0.06296296296296296,6.296296296296296
ar-eg,aya-expanse-8b,female,0,Race,Non_Marginalized,0.1,10.0
ar-eg,aya-expanse-8b,female,0,Race,Marginalized,0.1111111111111111,11.11111111111111
ar-eg,aya-expanse-8b,female,0,Sexual_orientation,Non_Marginalized,0.05555555555555555,5.555555555555555
ar-eg,aya-expanse-8b,female,0,Sexual_orientation,Marginalized,0.05277777777777778,5.277777777777778
ar-eg,aya-expanse-8b,female,0,Refugee,Non_Marginalized,0.07777777777777778,7.777777777777778
ar-eg,aya-expanse-8b,female,0,Refugee,Marginalized,0.0625,6.25
ar-eg,aya-expanse-8b,female,0,Gender,Non_Marginalized,0.06111111111111111,6.111111111111111
ar-eg,aya-expanse-8b,female,0,Gender,Marginalized,0.04814814814814815,4.814814814814815
